IL1,IL2,IL3,PF
16.586,16.962,13.776,0.79
20.341,16.933,13.724,0.79
22.116,17.263,13.932,0.8
19.028,16.599,13.47,0.8
18.271,18.709,12.899,0.82
18.012,17.504,12.536,0.79
13.963,16.122,12.177,0.76
16.044,16.496,12.843,0.76
15.396,15.923,12.299,0.75
16.905,19.236,11.986,0.77
17.559,18.232,17.763,0.82
19.612,16.483,17.35,0.8
22.807,24.069,20.926,0.91
18.522,16.86,15.903,0.85
18.527,16.396,11.896,0.75
16.341,15.75,11.379,0.74
15.62,14.22,12.37,0.75
16.647,11.554,11.265,0.7
17.328,12.734,11.136,0.74
17.016,12.091,10.561,0.73
16.897,12.421,9.879,0.69
21.556,12.483,11.3,0.74
24.828,15.797,14.115,0.83
23.318,12.41,11.049,0.69
23.282,10.885,11.099,0.66
21.668,12.391,13.594,0.72
21.526,19.135,18.201,0.88
17.399,11.784,11.565,0.72
16.655,11.178,10.15,0.69
16.116,12.414,11.2,0.73
15.574,12.194,11.26,0.75
21.478,11.587,10.322,0.73
22.215,12.212,12.506,0.82
24.37,11.535,9.699,0.67
25.844,14.18,14.008,0.75
20.31,11.519,12.492,0.7
16.849,11.354,12.523,0.7
17.334,13.395,12.646,0.74
15.048,11.756,11.506,0.78
14.617,11.31,12.283,0.81
14.184,10.841,9.89,0.7
22.173,14.133,10.822,0.73
25.022,19.488,17.934,0.9
22.964,12.356,11.276,0.77
22.747,10.863,10.515,0.66
19.149,12.234,12.01,0.69
14.418,12.031,12.295,0.72
13.433,10.788,12.173,0.78
13.037,10.38,9.596,0.66
13.248,10.646,9.459,0.68
16.117,11.987,10.949,0.75
19.492,10.382,9.07,0.67
23.01,12.055,11.315,0.75
24.609,14.287,21.056,0.8
22.149,11.243,11.606,0.74
16.65,10.933,10.844,0.76
13.858,11.446,11.519,0.73
13.084,10.36,10.205,0.67
14.256,10.444,10.17,0.66
16.146,12.114,10.906,0.72
16,11.963,10.276,0.72
19.428,11.44,10.208,0.69
23.128,12.157,12.919,0.8
21.094,11.749,11.971,0.72
20.641,10.929,9.9,0.7
17.573,11.311,10.04,0.71
16.117,14.131,13.038,0.81
17.912,15.71,15.162,0.86
15.805,11.448,11.58,0.72
15.777,11.701,11.629,0.74
15.969,11.841,12.718,0.77
17.221,11.692,11.83,0.72
23.332,13.641,11.237,0.7
21.358,12.334,11.081,0.74
20.973,11.949,11.049,0.75
21.48,10.907,9.62,0.69
15.928,11.871,9.957,0.75
15.884,11.964,11.066,0.8
16.528,14.629,9.864,0.71
14.804,13.101,12.382,0.75
13.574,11.12,10.926,0.7
21.09,12.576,11.187,0.77
22.822,12.133,8.745,0.7
26.589,14.987,8.774,0.71
26.029,15.431,10.225,0.78
16.573,12.301,10.82,0.81
20.193,19.278,16.511,0.91
30.088,25.975,15.282,0.9
47.652,27.092,17.236,0.89
49.89,26.617,16.785,0.88
52.035,27.176,17.601,0.9
55.34,27.202,17.475,0.91
57.022,28.407,17.104,0.92
58.681,32.138,20.953,0.94
56.169,28.031,17.435,0.91
51.92,26.91,17.213,0.91
51.65,27.23,18.021,0.92
50.893,27.143,18.123,0.9
52.915,27.525,19.73,0.91
52.85,27.338,18.264,0.9
54.597,27.788,20.379,0.91
54.017,28.314,20.645,0.93
56.476,26.943,18.408,0.91
54.668,27.267,18.137,0.92
54.516,27.166,17.992,0.92
53.201,26.797,17.197,0.91
51.372,27.47,17.235,0.91
53.32,28.329,17.166,0.89
53.106,26.913,16.811,0.9
54.064,27.42,19.112,0.93
59.343,35.61,25.868,0.96
51.199,27.3,16.685,0.9
53.471,26.825,16.689,0.89
54.35,26.966,17.154,0.9
54.632,26.828,16.018,0.91
55.763,26.619,15.82,0.9
55.337,27.854,19.152,0.91
53.772,27.169,19.259,0.92
52.744,26.848,15.949,0.91
51.558,29.346,15.51,0.91
51.759,28.869,16.256,0.91
50.784,26.604,15.661,0.9
52.173,26.581,16.467,0.9
56.049,26.576,16.394,0.9
56.379,28.375,17.5,0.89
57.434,30.871,18.05,0.91
55.879,29.344,17.628,0.92
50.779,26.585,15.43,0.91
50.736,26.598,15.437,0.9
52.002,30.622,15.637,0.91
52.418,30.468,15.632,0.91
52.667,26.582,15.483,0.9
53.857,30.698,15.809,0.91
55.851,28.38,18.958,0.9
57.211,30.106,19.034,0.9
56.089,31.067,17.126,0.9
55.329,29.939,16.237,0.91
51.975,28.41,15.513,0.91
52.741,30.84,15.615,0.91
53.34,28.722,15.526,0.91
52.689,26.581,15.449,0.91
52.703,26.585,15.613,0.9
52.11,26.59,18.413,0.92
51.019,26.619,16.565,0.89
54.084,26.639,16.342,0.9
53.761,26.615,16.505,0.9
54.687,26.593,16.441,0.9
54.848,26.584,16.252,0.9
52.579,26.583,15.434,0.91
52.544,26.588,15.418,0.91
51.482,26.621,17.407,0.93
50.793,26.634,16.406,0.89
50.796,26.606,16.543,0.89
50.769,26.575,15.793,0.9
54.165,26.583,15.449,0.9
55.943,26.586,15.98,0.9
55.876,26.588,16.55,0.9
56.494,27.062,17.481,0.9
52.318,26.601,18.418,0.92
50.821,26.582,15.515,0.91
50.816,26.568,15.971,0.9
50.892,26.949,16.51,0.89
52.958,29.031,16.288,0.9
52.564,26.582,15.411,0.91
52.559,26.55,15.42,0.91
55.962,26.555,15.997,0.92
53.776,26.565,17.136,0.93
53.647,26.563,16.471,0.9
53.157,26.571,16.438,0.9
50.881,26.569,16.614,0.89
52.828,26.564,16.881,0.89
52.747,26.542,16.422,0.9
52.671,26.542,15.425,0.91
52.747,26.546,17.404,0.93
51.056,26.548,15.448,0.91
52.332,26.551,15.455,0.91
53.851,26.566,15.452,0.91
53.73,26.56,15.448,0.91
54.881,26.582,16.622,0.9
53.86,26.57,17.651,0.88
53.167,26.793,18.212,0.89
52.759,26.619,17.817,0.92
51.896,26.611,15.463,0.91
51.031,26.711,15.725,0.91
50.867,26.574,15.454,0.91
50.869,26.542,15.428,0.91
54.791,26.562,15.438,0.91
56.073,26.573,15.625,0.91
56.132,26.59,18.395,0.92
55.914,26.634,17.128,0.89
51.797,26.635,16.578,0.9
51.075,26.615,16.479,0.9
51.054,26.624,16.445,0.9
52.565,27.959,17.926,0.91
57.766,33.162,24.225,0.96
52.876,26.608,15.852,0.91
54.796,27.248,18.349,0.93
56.65,26.919,17.179,0.9
54.349,26.631,16.556,0.89
53.843,26.617,16.062,0.9
52.299,26.596,15.574,0.91
50.816,26.582,16.513,0.9
52.698,27.755,16.465,0.9
52.685,27.138,17.391,0.91
52.947,26.791,17.461,0.92
53.468,27.174,16.741,0.92
51.651,27.115,20.065,0.89
54.175,27.802,22.737,0.89
57.779,32.481,23.747,0.96
54.391,26.994,16.365,0.92
57.15,27.727,17.728,0.93
52.859,26.67,16.864,0.93
52.379,26.509,16.42,0.91
52.043,26.629,16.365,0.91
50.374,26.494,15.988,0.91
50.733,27.178,16.619,0.9
56.535,33.675,25.516,0.95
52.34,28.272,17.659,0.92
56.602,27.151,16.581,0.91
56.681,27.3,18.996,0.93
56.669,28.352,19.765,0.94
53.767,26.604,17.771,0.91
50.802,27.52,16.32,0.9
52.526,30.411,17.621,0.92
51.338,27.088,17.618,0.91
53.418,27.982,22.687,0.94
54.614,31.527,21.288,0.94
55.53,30.235,20.277,0.92
56.972,29.336,19.843,0.91
55.603,28.031,18.648,0.93
30.174,20.914,16.096,0.92
19.201,13.757,12.646,0.86
13.17,11.429,9.047,0.68
20.474,20.267,24.291,0.89
17.638,13.964,13.658,0.8
17.001,12.212,11.181,0.77
23.902,11.122,10.151,0.72
15.69,12.191,12.247,0.76
14.859,11.385,12.214,0.77
22.511,10.233,10.474,0.76
30.17,10.248,8.693,0.7
22.798,11.152,9.212,0.76
25.053,18.135,16.342,0.9
21.283,18.472,15.497,0.91
16.023,13.537,9.256,0.77
13.89,15.615,9.16,0.77
14.052,15.945,12.288,0.82
15.183,18.306,20.093,0.79
14.772,17.12,16.528,0.78
17.083,16.25,11.184,0.75
20.997,17.86,11.322,0.78
19.761,18.776,11.456,0.79
22.245,27.012,17.608,0.91
15.345,16.963,10.956,0.78
13.988,17.912,10.382,0.82
15.556,20.775,11.893,0.82
13.031,16.387,9.058,0.72
15.646,17.058,9.896,0.77
15.427,17.91,10.496,0.79
16.541,16.644,14.252,0.86
21.432,18.479,18.961,0.91
19.514,18.947,21.366,0.93
17.133,17.408,11.997,0.84
17.76,17.577,20.872,0.87
14.413,19.913,12.819,0.84
15.642,17.939,12.423,0.85
14.269,15.977,11.192,0.83
13.584,17.214,11.033,0.82
14.337,18.123,14.428,0.86
13.022,17.525,13.715,0.82
18.887,22.21,17.326,0.87
17.892,21.187,16.207,0.89
17.87,19.455,11.549,0.8
17.781,19.606,13.323,0.84
14.685,18.895,11.046,0.79
14.729,17.31,11.364,0.79
16.302,19.47,15.34,0.86
48.618,61.354,13.662,0.79
19.134,25.292,12.648,0.78
17.983,24.733,12.363,0.81
19.784,26.978,13.374,0.81
20.606,27.647,13.908,0.82
19.689,26.554,12.427,0.78
18.884,25.743,11.472,0.77
17.43,25.79,12.511,0.84
16.561,22.635,12.181,0.78
26.14,35.416,13.127,0.79
32.896,45.827,14.134,0.81
31.77,38.908,11.954,0.79
17.078,19.608,10.713,0.76
28.082,33.744,12.66,0.78
36.675,40.167,16.58,0.85
28.113,37.053,15.984,0.84
36.468,49.363,19.864,0.91
16.713,21.628,19.676,0.8
31.404,43.078,12.761,0.81
28.687,35.627,11.427,0.78
18.662,25.826,11.173,0.79
18.196,22.677,12.655,0.79
21.746,26.494,16.649,0.87
27.296,33.858,13.643,0.81
18.7,22.602,12.709,0.82
24.927,31.399,12.954,0.83
16.121,19.603,12.916,0.81
16.028,24.525,13.889,0.82
15.109,17.003,12.591,0.79
16.292,14.785,13.572,0.81
16.648,13.216,14.652,0.85
17.917,15.646,14.445,0.83
16.2,15.7,13.893,0.84
20.117,13.525,11.191,0.79
20.898,13.548,9.692,0.74
21.076,12.727,9.885,0.73
23.359,14.669,10.159,0.76
21.848,14.873,10.877,0.76
30.502,13.399,12.43,0.79
21.775,14.777,14.563,0.8
15.237,11.935,11.177,0.7
17.284,15.406,12.253,0.8
28.055,11.984,9.479,0.74
24.941,14.941,9.535,0.75
22.656,15.008,11.524,0.77
21.893,14.354,12.81,0.81
23.02,13.555,11.173,0.76
23.589,16.304,14.716,0.87
19.742,20.191,16.019,0.91
16.71,13.641,11.234,0.77
16.938,14.129,10.441,0.73
15.469,15.618,12.38,0.79
13.502,17.206,11.935,0.76
16.596,16.678,10.885,0.74
18.436,17.07,11.69,0.77
19.614,17.375,12.201,0.77
19.301,17.584,13.296,0.84
18.942,16.973,15.534,0.79
16.688,17.858,12.575,0.77
14.218,16.977,10.182,0.76
14.598,17.742,10.97,0.77
13.893,17.283,11.861,0.78
12.759,16.86,12.111,0.75
18.246,19.552,14.43,0.8
18.882,17.724,12.126,0.76
20.674,17.33,14.435,0.87
21.084,18.41,13.048,0.83
20.68,17.594,12.804,0.82
21.018,18.488,12.681,0.83
17.292,16.382,10.455,0.77
13.984,15.24,9.453,0.72
14.033,15.223,10.518,0.71
13.385,16.049,12.822,0.75
14.391,17.18,14.071,0.78
18.25,18.636,13.404,0.8
20.585,20.195,12.939,0.82
22.704,23.031,12.901,0.82
21.784,20.79,11.047,0.77
19.039,22.037,10.895,0.8
18.134,23.761,12.332,0.82
17.971,23.352,11.887,0.79
16.015,23.098,13.116,0.84
14.928,25.997,13.006,0.85
17.449,29.008,13.943,0.85
16.038,23.764,13.185,0.83
19.439,27.763,19.427,0.92
21.297,16.15,10.518,0.8
23.885,14.287,12.376,0.85
25.006,15.981,13.024,0.82
24.481,14.454,12.019,0.79
15.738,11.85,10.682,0.76
15.683,12.302,10.149,0.78
14.869,12.988,10.859,0.77
14.1,12.423,11.369,0.75
13.677,13.778,13.483,0.82
20.211,13.585,10.584,0.7
21.351,13.02,11.329,0.73
21.408,13.42,12.201,0.75
20.682,13.659,11.716,0.73
48.653,28.234,16.466,0.87
52.516,29.62,17.487,0.88
52.347,30.604,17.975,0.91
52.683,30.195,18.732,0.92
53.036,29.957,20.99,0.94
53.353,30.205,19.261,0.92
56.978,30.041,20.637,0.92
56.575,29.485,18.226,0.91
56.213,29.94,19.101,0.9
55.951,28.971,18.381,0.9
54.932,28.994,18.157,0.9
54.552,35.076,21.442,0.93
55.786,35.493,24.835,0.96
52.117,29.535,19.312,0.93
52.777,28.953,17.482,0.92
53.345,30.044,17.483,0.92
55.082,29.386,18.11,0.92
57.758,30.17,20.64,0.9
56.772,26.804,19.558,0.9
55.023,27.076,18.531,0.9
54.19,26.963,16.914,0.9
52.01,27.034,18.36,0.93
52.639,28.132,16.795,0.91
53.959,27.008,16.488,0.91
53.193,26.613,16.205,0.9
53.916,27.021,17.526,0.9
55.31,27.295,18.127,0.9
56.178,27.385,19.222,0.93
54.264,26.607,16.639,0.91
53.895,27.569,16.499,0.9
58.181,32.671,24.412,0.95
53.092,26.583,16.44,0.9
53.065,26.568,15.471,0.91
53.569,26.86,17.082,0.9
53,26.633,16.521,0.89
52.544,28.864,22.255,0.91
51.055,27.601,19.752,0.89
54.335,26.601,15.444,0.91
54.5,26.976,16.087,0.91
57.301,30.744,15.951,0.91
57.764,30.215,16.705,0.9
52.938,26.549,16.499,0.89
53.055,26.557,19.416,0.91
52.157,27.468,16.886,0.89
50.978,26.548,15.969,0.9
50.937,26.554,15.463,0.9
50.935,26.554,15.481,0.9
54.999,26.557,15.524,0.9
56.178,26.553,15.542,0.9
56.745,28.251,15.783,0.91
56.6,30.199,17.528,0.92
53.121,26.547,17.729,0.88
50.958,26.533,17.683,0.88
50.794,26.573,16.718,0.89
50.858,26.549,16.149,0.89
51.58,26.547,15.544,0.9
52.826,26.899,15.54,0.9
55.385,27.17,16.791,0.92
56.124,26.548,16.244,0.91
56.075,26.547,16.14,0.89
54.104,26.558,16.614,0.89
51.981,27.675,16.698,0.89
52.59,31.182,16.674,0.9
51.511,28.979,16.613,0.9
53.059,26.571,16.531,0.89
53.013,26.537,18.045,0.91
52.952,26.525,15.924,0.91
60.138,33.534,24.529,0.95
54.568,26.554,15.965,0.9
54.242,26.558,16.63,0.89
53.865,27.519,16.635,0.89
52.336,26.579,16.641,0.89
53.181,26.588,17.034,0.91
53.146,26.601,17.097,0.91
53.118,26.61,16.714,0.89
53.183,26.609,17.364,0.88
51.664,26.583,17.826,0.87
52.639,27.561,19.222,0.92
54.32,26.562,15.582,0.9
54.129,26.557,15.579,0.9
56.123,26.561,15.576,0.9
54.604,26.582,15.564,0.9
52.842,26.583,15.583,0.9
52.862,26.597,16.685,0.89
51.047,27.579,19,0.91
50.916,26.603,17.505,0.88
50.755,26.563,16.563,0.89
51.371,26.576,16.496,0.89
57.42,30.32,16.093,0.9
56.794,29.299,15.496,0.9
55.799,26.575,15.527,0.9
54.672,27.558,17.786,0.92
51.006,26.579,16.673,0.88
50.801,26.577,16.627,0.89
50.752,26.56,15.542,0.9
50.947,26.574,15.596,0.9
52.25,26.528,16.449,0.89
52.838,26.537,16.602,0.89
55.753,27.516,18.441,0.91
55.989,26.519,16.362,0.89
55.294,26.506,16.622,0.89
53.783,26.509,16.634,0.89
50.969,26.53,16.202,0.89
50.869,26.54,15.553,0.9
51.861,26.527,15.585,0.9
53.445,27.943,16.787,0.91
52.896,26.526,17.437,0.92
53.709,27.027,17.147,0.9
54.584,26.795,17.354,0.9
54.153,26.521,17.657,0.88
55.71,27.662,20.022,0.9
53.883,26.497,16.294,0.89
52.861,27.411,15.491,0.9
52.819,26.524,15.623,0.91
52.879,26.522,17.345,0.93
53.452,26.866,16.349,0.91
52.663,26.807,16.169,0.91
51.494,26.846,16.596,0.9
51.303,27.448,16.635,0.89
54.561,26.788,18.422,0.89
54.808,26.482,16.854,0.89
55.74,26.513,16.441,0.9
55.745,26.837,18.515,0.93
53.675,27.163,16.879,0.91
51.889,26.509,15.394,0.9
51.381,28.846,17.007,0.9
51.303,26.854,17.258,0.9
50.687,26.509,16.941,0.9
52.514,28.246,17.076,0.92
56.265,27.54,18.666,0.92
57.43,28.668,22.236,0.94
61.831,34.158,29.961,0.96
56.714,29.588,25.173,0.94
52.153,27.489,18.891,0.9
51.77,27.089,18.737,0.91
51.941,27.279,18.147,0.92
51.968,27.219,19.974,0.95
53.729,27.162,17.235,0.92
53.458,28.276,16.883,0.91
37.863,16.668,11.29,0.75
43.243,16.338,11.15,0.76
39.621,13.336,15.801,0.77
24.361,12.454,16.047,0.77
17.448,12.699,11.731,0.81
19.694,10.507,10.093,0.75
31.066,19.191,17.393,0.92
24.462,14.104,13.864,0.9
18.297,14.663,10.987,0.84
15.2,11.925,10.962,0.79
14.29,11.069,10.271,0.74
18.815,10.582,9.343,0.72
21.88,12.236,11.015,0.86
25.367,19.748,19.725,0.94
22.885,13.402,11.238,0.77
18.281,11.244,9.95,0.72
16.635,11.846,12.169,0.74
13.086,13.539,10.291,0.69
13.928,17.329,11.108,0.76
14.283,17.756,10.828,0.79
14.301,16.744,11.03,0.8
15.765,15.659,10.216,0.79
19.553,18.42,10.634,0.79
19.67,18.628,10.267,0.76
20.851,22.465,11.793,0.8
16.934,20.299,12.488,0.76
13.027,16.482,11.929,0.73
14.384,17.147,12.832,0.79
14.591,17.508,12.541,0.8
14.606,15.684,11.14,0.83
23.248,17.394,11.889,0.82
14.119,15.55,9,0.73
20.404,17.417,16.697,0.8
20.385,17.992,11.226,0.77
17.655,15.896,10.045,0.74
18.304,17.23,10.486,0.79
14.216,16.94,9.842,0.8
20.994,23.871,23.72,0.95
15.296,17.45,23.908,0.9
15.367,17.565,17.835,0.91
14.855,20.681,10.915,0.82
14.873,19.741,11.157,0.81
17.155,18.482,12.781,0.8
17.27,18.978,13.949,0.82
18.793,19.025,12.351,0.8
17.388,21.115,13.112,0.82
18.231,20.468,15.172,0.86
16.486,20.753,15.671,0.83
15.366,18.939,13.964,0.79
14.444,17.46,13.024,0.78
15.579,20.685,14.324,0.83
13.955,19.337,14.199,0.87
15.012,22.288,12.845,0.81
19.441,18.951,20.549,0.84
19.652,19.144,15.044,0.81
22.38,22.148,13.833,0.84
20.423,17.324,11.816,0.82
16.733,17.238,10.771,0.79
16.012,21.272,12.084,0.81
15.982,17.737,12.323,0.79
21.743,25.665,21.38,0.93
14.572,19.317,12.732,0.79
18.105,20.912,12.547,0.79
19.633,19.625,12.186,0.78
19.341,18.13,11.819,0.77
20.693,18.511,11.92,0.78
19.142,18.44,10.966,0.75
15.898,18.333,10.523,0.77
15.689,17.964,11.438,0.82
16.197,18.573,11.823,0.79
16.877,19.68,13.732,0.82
18.863,18.818,11.314,0.75
20.287,21.13,14.634,0.82
21.569,23.172,14.272,0.81
21.791,21.145,11.842,0.76
19.98,15.765,11.486,0.76
18.036,14.176,12.013,0.8
15.88,13.008,10.928,0.8
16.778,13.925,11.003,0.78
16.494,14.739,11.003,0.79
16.474,13.242,10.267,0.76
20.609,11.823,11.026,0.7
21.175,12.893,11.864,0.72
21.176,14.287,14.24,0.79
22.358,13.249,10.601,0.74
22.512,12.58,10.647,0.79
18.862,12.519,10.615,0.79
15.946,13.371,10.003,0.74
16.415,13.119,10.003,0.74
16.754,13.4,11.024,0.77
16.711,14.331,11.884,0.76
20.34,12.802,9.988,0.7
20.583,13.129,11.689,0.74
19.912,13.317,11.186,0.76
21.533,13.738,10.63,0.75
23.272,14.585,12.559,0.83
22.431,12.716,10.268,0.78
21.903,15.981,9.342,0.75
25.635,16.106,10.036,0.76
16.407,13.202,11.058,0.75
15.226,14.658,10.669,0.74
14.653,17.627,10.726,0.76
18.644,17.989,10.393,0.79
20.724,20.518,10.603,0.79
21.036,21.533,12.816,0.84
19.65,22.035,11.845,0.8
19.888,22.955,16.622,0.89
18.541,22.892,15.643,0.9
17.585,18.758,11.342,0.77
14.943,18.039,11.354,0.77
15.872,18.794,12.633,0.8
16.76,19.622,12.91,0.83
14.446,17.373,9.967,0.76
17.62,18.972,12.763,0.8
19.264,19.448,16.981,0.84
17.784,17.594,18.23,0.78
17.616,16.978,12.184,0.78
17.451,15.777,11.021,0.75
16.129,16.073,12.247,0.8
15.238,16.531,14.763,0.88
14.43,16.606,11.867,0.81
14.916,16.04,11.995,0.81
16.21,20.732,15.018,0.85
26.331,24.519,15.656,0.86
31.711,21.277,15.354,0.84
16.739,22.138,14.878,0.83
16.803,27.356,15.176,0.85
14.559,26.465,13.525,0.81
15.513,23.779,14.373,0.82
17.151,27.037,14.3,0.85
16.164,28.636,12.803,0.85
14.372,20.385,13.16,0.88
21.328,25.631,20.351,0.93
13.837,17.312,10.67,0.81
17.925,18.21,11.995,0.84
18.68,14.227,11.653,0.8
19.412,14.898,14.097,0.84
20.118,13.825,13.263,0.84
15.882,13.405,13.741,0.84
15.777,13.24,12.47,0.78
15.476,12.645,10.783,0.76
15.261,12.5,10.021,0.74
20.082,20.715,17.039,0.89
19.898,15.759,12.895,0.81
22.076,16.789,13.734,0.79
20.389,14.117,11.182,0.72
21.035,15.682,13.918,0.85
23.346,18.325,12.337,0.81
51.994,30.277,18.301,0.9
54.17,29.746,18.844,0.91
54.024,29.418,19.158,0.91
54.428,29.532,18.81,0.91
53.6,32.082,19.031,0.91
53.811,30.415,20.143,0.91
56.124,31.838,18.997,0.91
55.764,32.142,20.425,0.93
58.597,33.009,19.694,0.92
56.839,29.262,17.709,0.91
54.242,28.987,17.1,0.9
54.036,29.213,18.65,0.9
53.961,30.176,18.341,0.9
53.584,31.95,19.857,0.89
53.902,33.917,19.982,0.9
52.846,29.967,20.64,0.92
55.976,29.435,20.14,0.92
56.904,27.158,17.664,0.91
59.732,31.422,18.373,0.92
59.531,31.748,17.754,0.91
56.915,32.313,16.596,0.91
54.105,28.668,16.001,0.9
53.065,27.615,19.254,0.89
53.412,27.653,19.833,0.89
53.595,27.815,21.349,0.91
52.653,27.192,17.361,0.89
54.772,27.677,15.668,0.9
57.17,26.851,17.76,0.91
57.358,27.062,19.223,0.91
56.671,26.732,16.774,0.89
60.124,33.404,24.701,0.95
51.549,26.712,15.594,0.9
52.797,27.508,17.257,0.91
51.415,27.642,16.562,0.9
52.652,26.688,16.654,0.89
53.836,26.918,18.943,0.92
54.124,27.022,18.538,0.89
56.845,26.673,16.688,0.89
56.274,26.662,16.311,0.89
54.298,26.668,15.633,0.9
53.865,27.693,15.668,0.9
52.821,27.371,18.193,0.89
51.924,26.721,16.838,0.88
53.251,26.741,17.391,0.91
53.226,26.731,17.026,0.9
53.168,26.705,16.738,0.89
53.091,26.763,16.687,0.89
53.61,27.669,16.643,0.89
54.131,26.699,15.737,0.9
54.029,26.692,16.545,0.89
53.927,26.691,16.775,0.88
53.451,26.716,17.314,0.91
52.842,26.723,16.587,0.91
52.731,27.079,15.651,0.9
52.628,27.313,15.613,0.9
51.786,26.694,16.16,0.89
50.885,26.688,16.643,0.89
52.347,26.717,17.263,0.88
54.169,26.728,17.807,0.87
55.374,26.731,17.24,0.89
55.597,27.704,17.427,0.92
54.984,26.719,15.645,0.9
52.812,26.688,15.677,0.9
52.134,26.696,15.682,0.9
50.943,26.715,15.695,0.89
50.927,26.716,15.69,0.89
50.98,26.715,16.981,0.88
52.001,27.713,17.873,0.88
56.288,26.699,19.42,0.91
55.926,26.705,16.635,0.89
55.772,26.691,16.019,0.89
54.915,26.693,15.666,0.89
50.781,26.68,15.667,0.89
50.79,26.677,15.717,0.89
50.753,26.817,15.764,0.89
51.449,27.464,16.791,0.88
52.797,26.669,18.672,0.91
52.675,26.639,16.204,0.89
55.701,26.645,16.804,0.89
55.703,26.637,16.742,0.88
53.827,26.633,16.691,0.88
53.207,27.488,16.202,0.89
50.752,26.613,15.658,0.89
51.174,26.59,16.518,0.88
52.757,26.6,18.72,0.91
52.609,26.612,16.246,0.89
52.493,26.595,15.625,0.9
52.219,26.567,15.669,0.89
52.214,27.577,15.671,0.9
53.818,26.601,16.759,0.89
53.696,26.6,16.756,0.89
54.167,26.592,18.574,0.9
53.838,26.75,18.964,0.89
52.706,26.604,16.709,0.89
52.598,26.595,15.579,0.9
52.354,27.589,15.598,0.9
50.744,26.605,15.585,0.9
50.724,26.586,15.567,0.9
52.859,28.737,17.811,0.93
55.353,30.498,15.889,0.91
57.377,30.471,17.806,0.89
56.529,28.515,17.823,0.88
53.706,27.496,17.121,0.89
52.552,26.583,16.352,0.89
50.916,26.652,15.534,0.9
50.728,26.623,17.063,0.92
51.081,26.815,16.499,0.91
50.661,26.598,15.585,0.9
53.288,27.267,15.798,0.89
56.104,29.001,16.831,0.88
55.791,26.567,16.802,0.88
55.687,26.588,17.005,0.88
52.721,27.548,16.796,0.88
50.698,26.559,19.045,0.91
50.593,26.542,16.578,0.88
50.438,27.912,15.637,0.89
53.771,27.247,17.167,0.9
52.672,26.589,19.308,0.88
53.985,27.322,23.352,0.88
56.266,27.089,17.912,0.89
53.705,26.571,16.942,0.91
54.233,28.009,16.965,0.92
53.28,28.162,16.434,0.9
50.969,26.554,16.535,0.89
59.234,33.752,26.145,0.95
52.879,26.729,16.812,0.9
52.62,26.552,16.438,0.9
52.56,26.53,16.845,0.9
51.791,27.088,19.762,0.92
53.152,29.319,16.987,0.91
55.175,27.347,19.906,0.94
56.668,28.222,22.536,0.94
60.251,31.792,24.441,0.95
57.109,28.852,21.522,0.92
56.803,31.789,21.761,0.92
53.601,28.329,18.226,0.92
51.163,27.842,17.413,0.91
52.406,27.65,17.879,0.92
54.761,30.212,21.102,0.93
56.779,32.526,23.184,0.95
57.271,27.422,18.513,0.93
57.558,27.74,18.675,0.91
57.138,27.531,18.312,0.9
53.656,27.52,17.015,0.9
33.247,12.89,10.825,0.76
34.017,12.922,11.123,0.75
41.157,13.59,13.215,0.82
47.038,12.905,12.903,0.83
18.457,16.476,11.241,0.77
18.167,16.517,12.047,0.81
19.332,14.188,10.009,0.74
23.37,21.87,17.673,0.91
20.234,14.273,11.75,0.78
22.056,16.464,10.429,0.77
15.255,14.912,9.81,0.75
15.668,19.043,11.397,0.84
16.033,21.992,11.185,0.77
16.53,19.576,12.757,0.8
14.576,19.15,10.817,0.75
20.25,18.149,19.094,0.79
15.854,17.714,9.51,0.71
15.42,17.764,9.185,0.69
15.984,19.087,10.528,0.79
16.477,19.281,13.44,0.88
15.63,19.651,15.768,0.91
16.346,20.907,16.422,0.91
14.464,19.622,11.056,0.75
13.605,21.72,12.763,0.79
14.116,18.49,13.322,0.83
20.051,25.348,19.995,0.93
17.02,22.585,12.548,0.85
21.181,21.978,10.844,0.86
18.06,17.655,11.131,0.85
17.752,18.844,10.995,0.83
14.596,17.358,9.982,0.81
14.146,18.53,12.191,0.84
12.626,17.309,11.691,0.82
12.767,17.396,13.928,0.88
13.571,18.184,12.97,0.86
16.431,20.794,22.256,0.92
17.437,18.485,21.047,0.89
19.218,20.171,12.304,0.84
18.986,20.032,13.15,0.87
16.443,18.84,12.049,0.86
15.348,22.814,11.503,0.83
13.502,19.917,12.147,0.83
14.757,21.938,13.246,0.85
26.469,21.036,13.94,0.87
21.108,26.194,20.681,0.94
16.302,23.183,13.111,0.83
16.893,20.056,12.575,0.8
17.188,19.583,13.322,0.81
16.826,18.865,14.489,0.8
17.639,21.337,13.196,0.8
15.571,19.531,13.469,0.82
16.241,19.164,13.334,0.85
14.842,17.833,13.367,0.87
15.066,18.68,11.753,0.81
14.397,19.112,10.741,0.79
14.195,21.031,11.217,0.8
15.758,18.951,11.776,0.81
17.841,19.408,12.457,0.77
17.701,19.281,14.903,0.81
18.69,20.301,12.09,0.77
24.191,18.282,12.508,0.82
15.266,18.046,13.789,0.86
17.133,17.507,12.318,0.79
17.924,17.912,13.032,0.8
17.204,18.393,12.421,0.81
16.701,19.182,13.317,0.82
20.343,24.936,20.358,0.92
