VL1,VL2,VL3,IL1,IL2,IL3,PFL3
129.73,129.27,126.94,11.459,6.386,33.04,0.98
129.19,129.79,126.97,11.1,6.504,33.014,0.98
129.61,129.51,126.3,11.038,6.406,32.969,0.98
129.38,130.18,127.05,11.097,6.517,33.014,0.98
128.83,128.83,125.91,26.83,30.475,48.506,0.86
130.15,130.25,126.64,11.008,6.522,32.977,0.98
129.44,130.45,126.88,11.095,6.554,32.979,0.98
129.94,129.77,127.02,11.021,6.502,32.969,0.98
129.39,130.05,126.66,11.078,6.496,32.933,0.98
129.71,128.93,126.75,11.017,6.311,32.905,0.98
129.45,129.2,127.03,12.468,6.574,33.643,0.97
129.74,129.19,126.64,10.994,6.792,32.859,0.98
129.07,128.44,125.88,21.394,23.117,42.175,0.9
129.04,128.49,126.51,19.722,20.955,40.649,0.91
129.91,128.41,126.91,10.944,6.421,32.859,0.98
129.72,128.98,126.45,11.001,6.453,32.861,0.98
129.47,129.09,126.76,11.046,6.487,32.882,0.98
129.43,129.14,126.97,11.066,6.487,32.907,0.98
129.54,128.82,126.04,11.922,6.733,33.273,0.98
129.23,128.73,126.67,11.326,6.747,32.967,0.98
129.25,128.72,126.65,11.098,6.672,32.869,0.98
128.64,127.03,125.12,26.733,29.897,48.317,0.86
129.55,129.01,126.77,11.073,6.496,32.902,0.98
129.48,128.97,126.67,11.932,6.498,33.339,0.98
129.17,128.88,126.39,11.872,6.477,33.384,0.98
128.8,129.07,126.24,11.269,6.325,32.984,0.98
129.08,128.8,126.57,13.298,6.372,34.109,0.97
128.85,129.05,126.33,11.148,6.274,32.904,0.98
129.56,128.68,125.88,11.037,6.265,32.841,0.98
127.87,127.57,125.07,26.744,30.31,48.458,0.87
129.17,128.83,126.29,11.106,6.237,32.883,0.98
129.29,128.92,125.88,11.098,6.25,32.92,0.98
129.19,128.44,125.68,11.069,6.247,32.909,0.98
128.73,128.25,125.29,11.113,6.153,32.868,0.98
127.99,128.35,125.79,12.66,6.194,33.664,0.98
127.87,128.59,125.74,11.304,6.213,32.977,0.98
128.91,128.47,125.5,11.151,6.166,32.93,0.98
127.14,127.45,124.65,26.68,29.845,48.707,0.87
128.37,128.23,125.59,12.204,6.25,33.449,0.98
128.39,128.36,125.69,11.188,6.165,32.964,0.98
128.03,128.75,125.42,16.36,6.238,32.991,0.98
127.41,128.59,126.14,19.527,6.282,33.246,0.98
126.45,128.65,125.61,20.477,6.298,33.662,0.98
126.98,128.38,125.02,20.645,6.27,34.581,0.98
127.4,128.72,125.34,21.569,6.402,36.281,0.98
127.69,127.18,124.54,26.66,29.642,50.197,0.88
128.15,128.78,125.54,14.01,6.325,36.565,0.97
128,128.57,124.91,13.939,6.315,36.506,0.97
128.52,128.1,124.88,16.274,6.532,37.88,0.96
128.39,128.7,125.76,14.466,6.797,36.409,0.97
128.28,128.85,125.45,14.694,6.865,36.756,0.97
128.49,127.78,126.31,9.477,6.374,25.797,0.97
127.21,126.43,126.27,25.472,27.472,25.709,0.56
127.29,127.26,127.47,11.935,14.053,12.535,0.6
127.64,126.72,127.56,7.323,5.939,7.559,0.7
127.96,126.98,127.21,3.576,6.104,5,0.75
127.9,127.22,127.09,3.897,6.098,5.59,0.75
127.33,127.52,126.54,6.26,5.857,7.544,0.74
127.16,127.56,126.73,4.271,6.067,6.441,0.76
126.58,126.2,125.71,23.637,25.266,26.14,0.57
126.85,126.1,126.59,13.974,16.233,15.712,0.61
127.41,126.64,126.57,7.662,6.561,9.047,0.69
126.83,126.81,125.68,14.452,6.682,14.928,0.45
126.33,126.61,126.49,14.009,6.337,14.251,0.43
126.32,126.42,126.41,10.445,6.278,9.707,0.39
126.51,126.31,126.52,8.68,6.261,7.43,0.35
125.92,126.73,125.49,22.535,6.309,23.63,0.42
126.17,125.99,126.34,12.858,6.296,12.263,0.38
124.85,124.98,124.92,30.981,29.202,33.377,0.51
126.65,126.57,125.86,15.595,6.179,16.197,0.45
126.84,126.56,126.45,11.034,5.927,11.072,0.5
125.99,127.28,126.69,11.259,5.84,11.58,0.53
126.53,126.99,126.77,16.764,5.711,17.078,0.41
125.91,126.93,125.93,21.475,5.976,22.292,0.4
125.75,126.9,126.79,19.26,5.853,9.415,0.38
125.46,127.53,127.73,20.142,5.86,9.489,0.38
125.73,127.6,127.27,30.152,6.062,22.533,0.4
124.99,126.46,125.64,46.681,29.827,41.95,0.47
126.03,127.66,127,29.537,6.301,20.526,0.4
127.06,127.22,127.02,21.543,6.165,21.562,0.41
127.32,126.67,127.39,10.533,6.045,9.511,0.36
127.51,127.14,126.91,8.253,5.924,7.117,0.41
127.44,126.73,127.14,5.469,6.07,6.115,0.71
126.48,127.02,127.4,5.221,6.421,5.953,0.71
127.38,126.49,127.09,5.743,6.259,6.465,0.71
126.96,126.58,126.89,4.944,6.052,6.004,0.73
126.16,125.34,125.95,26.621,29.283,28.561,0.56
127.12,126.6,127.58,4.398,6.331,5.595,0.74
127.04,126.17,126.88,6.665,6.26,7.986,0.76
127.47,126.38,126.71,5.359,6.248,6.24,0.73
126.98,126.72,127.37,2.684,6.118,4.565,0.8
126.61,126.31,126.9,5.938,5.979,6.655,0.72
127.55,126.39,127.02,2.437,6.021,4.425,0.81
127.87,126.59,127.06,2.487,6.135,4.428,0.81
126.88,125.63,126.68,24.868,23.723,26.641,0.5
126.73,126.46,127.35,21.474,18.785,22.064,0.45
127.1,127.31,126.83,23.757,6.529,24.728,0.38
126.27,127.31,126.45,24.26,6.662,25.357,0.4
127.35,126.92,127.51,11.91,6.728,12.221,0.52
126.33,127.16,127.01,19.298,6.816,19.945,0.41
127.09,126.52,126.96,17.272,6.594,17.783,0.44
126.96,126.88,127.14,19.284,6.719,16.429,0.41
125.59,128.22,127.64,27.734,6.865,19.191,0.44
125.26,126.49,126.51,43.564,29.726,39.214,0.47
126.44,127.99,127.21,24.541,6.935,15.691,0.4
125.83,128.25,127.48,31.886,7.005,24.095,0.38
127.08,127.87,128.11,16.322,6.94,8.756,0.73
127.27,127.44,127.82,11.671,6.805,8.953,0.76
128.17,127.41,126.95,6.476,6.937,8.718,0.83
127.92,127.63,127.9,3.977,6.936,5.627,0.77
128,127.52,127.9,5.253,6.927,6.223,0.73
128.01,127.68,127.99,10.845,13.376,11.89,0.58
127.14,126.94,126.57,24.089,27,25.468,0.56
128.56,128.07,128.01,6.167,6.968,6.654,0.7
128.13,128.42,128.52,3.867,6.96,5.087,0.76
129.06,128.05,127.84,6.075,6.911,6.77,0.72
128.48,128.07,127.78,2.699,6.851,4.403,0.81
128.5,128.04,128.12,2.704,6.781,4.313,0.81
128.07,127.7,128.26,5.634,6.866,6.091,0.7
127.86,126.73,126.95,24.328,27.727,25.369,0.54
128.54,127.47,127.63,15.396,17.724,16.049,0.56
128.47,127.52,128.37,7.472,6.815,7.532,0.67
128.96,127.65,128.28,4.418,6.682,5.039,0.73
129.02,128.32,128.22,4.603,6.552,5.222,0.72
128.56,128.5,128.27,4.831,6.525,5.421,0.74
128.93,128.25,128.83,5.783,6.325,6.1,0.73
129.15,128.22,128.75,5.762,6.111,5.925,0.67
129.2,127.99,128.28,7.058,6.127,7.142,0.68
128.93,127.92,128.66,6.015,6.209,6.152,0.7
128.94,127.9,128.56,7.087,6.24,7.162,0.73
128.48,128.22,128.22,11.683,12.738,12.403,0.6
126.68,127.77,127.14,26.026,26.78,25.874,0.56
127.63,128.98,128.97,14.874,6.219,5.797,0.68
127.65,128.74,129.19,12.93,6.257,4.123,0.75
128.03,128.7,128.59,13.656,6.349,4.928,0.75
127.1,129.02,128.34,20.661,6.409,11.974,0.68
128.44,128.41,128.87,12.732,6.361,9.307,0.61
128.6,128.53,128.87,7.218,6.334,7.188,0.65
128.84,128.82,128.09,9.58,6.455,10.38,0.73
128.92,128.22,129.08,4.406,6.196,4.724,0.76
129.11,128.86,129.34,6.278,6.382,6.3,0.66
129.27,128.75,129.19,5.034,6.313,5.181,0.68
129.07,128.52,128.84,5.542,6.087,5.6,0.67
129.39,128.56,129.41,7.992,6.195,7.85,0.63
128.26,127.02,128.27,27.68,27.965,32.285,0.55
129.07,128.35,128.24,13.165,10.778,14.452,0.65
129.14,128.54,128.56,9.854,6.531,10.733,0.74
128.41,128.66,128.56,12.74,6.215,13.425,0.69
128.79,128.6,129.16,4.795,6.292,5.063,0.74
129.72,128.51,128.82,4.356,6.31,4.557,0.72
129.4,128.44,129.32,3.652,6.16,4.081,0.75
129.85,128.11,129.87,4.163,5.959,4.396,0.73
129.23,128.79,128.73,2.815,6.104,3.496,0.82
129.01,128.75,129.04,4.62,6.088,4.871,0.69
129.61,128.42,129.42,2.89,5.976,3.501,0.82
129.63,128.57,129.18,4.212,5.933,4.534,0.82
129.29,127.72,128.27,18.608,20.947,19.225,0.52
128.22,128.2,128.52,18.574,21.016,19.291,0.53
129.21,128.54,129.52,2.824,6.077,3.488,0.83
129.73,128.34,129.26,2.903,5.987,3.494,0.82
129.9,128.58,129.11,3.76,6.063,3.479,0.82
128.18,129.36,129.26,12.512,6.233,3.48,0.83
127.55,129.23,129.41,12.855,6.215,4.043,0.76
128.15,129.12,128.7,14.088,6.148,5.012,0.7
127.92,129.43,128.91,14.645,6.279,5.478,0.68
128.58,129.22,129.59,10.985,6.399,3.47,0.83
129.36,128.47,129.23,3.77,6.201,4.147,0.75
129.81,129.5,128.78,4.024,6.258,4.29,0.74
128.7,128.53,128.12,25.811,28.278,27.363,0.53
129.74,129.36,129.24,10.617,11.424,11.526,0.6
129.77,129.8,128.94,2.922,6.543,3.474,0.83
130.19,129.33,129.09,3.002,6.318,3.468,0.83
129.95,129.34,129.38,7.173,6.206,7.133,0.65
130,128.86,129.88,5.653,6.211,5.802,0.71
130.49,128.7,129.01,5.108,6.107,5.517,0.75
130.2,129.3,129.5,3.872,6.144,5.04,0.87
130.26,129.38,129.81,3.022,6.026,4.415,0.88
130.35,129.29,129.57,3.047,5.981,4.397,0.88
130.08,129.42,129.12,4.06,6.018,4.367,0.74
128.53,129.18,129.54,10.785,12.58,11.451,0.54
128.59,128.17,128.37,25.611,27.593,27.327,0.54
130.48,128.94,129.31,3.817,6.114,5.056,0.84
130.32,129.31,129.21,6.579,6.477,7.106,0.76
129.81,129.45,129.86,2.983,6.416,4.433,0.88
129.35,129.59,129.64,2.858,6.442,4.425,0.88
130.56,129.45,129.38,3.068,6.418,4.422,0.88
129.99,129.11,129.4,4.23,6.126,5.223,0.81
129.28,128.84,128.97,4.778,6.113,5.73,0.78
129.08,129.26,128.96,4.985,6.111,5.918,0.77
128.88,128.15,128.21,6.276,6.244,6.905,0.73
128.7,128.07,127.72,15.089,17.332,28.29,0.85
127.88,127.99,125.62,23.532,25.789,43.527,0.86
128.84,128.65,126.03,13.514,7.161,31.347,0.97
127.65,128.55,126.54,13.879,6.998,31.504,0.97
126.45,128.64,126.88,20.454,7.037,30.784,0.97
126.9,128.17,126.36,21.111,6.899,31.014,0.97
126.81,127.92,126.17,19.906,6.843,30.351,0.98
126.53,128,126.49,22.234,6.825,31.837,0.97
126.28,128.34,126.47,17.788,6.722,30.366,0.98
127.59,128.19,125.81,11.568,6.678,30.008,0.98
127.52,127.94,125.55,12.568,6.649,30.621,0.98
126.08,126.58,124.69,26.807,29.906,47.823,0.84
127.68,127.82,125.79,13.442,6.665,31.138,0.97
127.16,128.03,125.53,13.892,6.954,31.737,0.97
128.03,127.34,126.05,11.445,7.166,29.829,0.98
128.1,127.9,126.6,12.191,7.231,30.281,0.98
128.28,127.82,126.06,14.169,7.235,31.56,0.96
128.44,128.15,126.35,11.406,7.271,29.825,0.98
127.61,128.48,126.31,12.832,7.378,30.825,0.98
127.82,128.5,126.68,13.379,7.386,31.162,0.97
128.21,128.51,126.03,11.397,7.457,29.796,0.98
128.52,128.39,126.28,13.907,12.247,32.031,0.95
126.94,126.95,125.38,25.827,28.724,46.368,0.85
127.68,128.54,125.77,14.763,7.27,31.889,0.96
128.68,128.85,126.12,11.349,7.374,29.772,0.98
128.09,129.11,126.99,11.419,7.356,29.764,0.98
128.6,128.86,126.69,11.336,7.293,29.754,0.98
128.73,128.87,126.37,11.327,7.142,29.764,0.98
128.88,128.77,126.51,11.304,7.093,29.784,0.98
128.74,128.66,127.03,15.579,7.325,32.991,0.96
128.92,129.37,126.81,12.88,7.473,30.849,0.97
129.38,129.54,126.79,11.23,7.428,29.742,0.98
128.61,128.92,126.25,20.776,23.395,40.043,0.87
128.48,129.13,126.75,20.184,21.48,39.103,0.88
129.56,129.9,127.18,11.239,7.262,29.802,0.98
129.62,129.76,127.03,12.196,7.291,30.347,0.97
129.63,129.93,127.51,11.246,7.232,29.79,0.98
128.85,129.67,127.51,11.576,7.053,30.029,0.98
129.28,129.82,127.52,13.66,7.219,31.29,0.96
128.99,129.72,126.86,12.062,7.517,30.286,0.97
128.52,129.5,127.39,11.337,7.454,29.818,0.98
128.7,129.62,127.54,11.317,7.341,29.717,0.98
128.68,130.01,127.22,14.514,7.373,29.73,0.98
127.38,128.41,126.43,34.888,30.989,47.053,0.84
127.93,130.12,128.09,19.087,7.497,29.785,0.98
127.71,130.08,127.81,19.098,7.268,29.822,0.98
128.06,129.6,127.18,19.016,7.1,29.792,0.98
128.87,129.78,127.38,14.252,7.134,29.782,0.98
128.76,129.81,127.58,11.313,7.109,29.808,0.98
129.23,129.79,127.98,11.249,7.084,29.786,0.98
129.16,130.08,127.08,11.268,7.225,29.762,0.98
129.84,129.28,127.9,11.194,6.992,29.798,0.98
129.36,130.06,127.96,11.248,7.139,29.766,0.98
128.79,129.42,127.47,21.328,23.861,40.564,0.87
128.71,129.18,126.7,19.475,21.289,38.425,0.89
129.06,129.68,127.52,11.879,7.278,30.114,0.97
128.91,129.69,127.63,11.283,7.557,29.766,0.98
128.81,129.19,127.33,11.255,7.386,29.718,0.98
129.5,129.05,127.32,11.198,7.332,29.751,0.98
128.87,129.87,127.46,11.274,7.496,29.758,0.98
129.48,129.75,128.22,11.242,7.225,29.803,0.98
129.09,129.72,127.74,11.881,7.238,30.178,0.98
129.78,129.76,127.79,11.218,7.327,29.854,0.98
128.64,127.96,127.06,23.963,27.086,44.044,0.85
128.89,128.71,127.37,16.246,15.723,34.689,0.92
128.91,129.23,127.5,11.282,6.977,29.816,0.98
129.02,128.88,126.84,12.013,6.898,30.22,0.97
129.03,129,127.74,11.241,6.935,29.728,0.98
129.15,129.14,127.63,11.237,6.998,29.728,0.98
128.82,129.11,127.31,11.283,6.961,29.797,0.98
129.22,129.25,127.47,11.255,6.976,29.83,0.98
129.09,129.66,127.87,11.268,7.068,29.789,0.98
129.12,128.9,128,11.248,6.893,29.795,0.98
128.42,128.8,126.69,19.634,20.989,38.479,0.88
128.81,128.73,126.91,20.981,23.139,40.315,0.87
129,129.4,127.92,11.312,7.036,29.888,0.98
129.44,129.29,127.92,11.236,6.98,29.799,0.98
129.42,129.7,127.45,11.257,7.065,29.763,0.98
129.47,129.41,127.14,11.231,7.001,29.689,0.98
129.44,129.39,128.07,11.258,6.986,29.742,0.98
129.62,129.65,127.93,11.252,7.052,29.666,0.98
129.79,129.96,127.8,11.215,7.165,29.611,0.98
128.73,130.08,127.76,18.029,7.169,29.606,0.98
128.36,129.79,127.98,19.022,7.128,29.604,0.98
126.74,128.73,126.99,34.951,30.987,47.274,0.84
127.48,130.23,127.42,19.068,7.211,29.594,0.98
128.77,130.26,127.57,17.585,7.217,29.579,0.98
129.67,129.77,127.84,11.215,7.157,29.579,0.98
129.74,130.23,128.05,11.233,7.173,29.592,0.98
129.46,129.99,127.59,11.244,7.077,29.564,0.98
129.72,129.78,127.33,11.19,7.044,29.533,0.98
129.72,130.29,128.21,11.192,7.182,29.576,0.98
129.56,129.88,127.98,11.187,7.105,29.558,0.98
129.28,129.57,127.68,11.207,7.069,29.523,0.98
127.91,128.26,126.02,26.303,30.897,47.012,0.84
129.23,129.55,127.77,11.233,7.027,29.537,0.98
129.51,129.57,128.01,11.201,7.015,29.579,0.98
129.72,129.58,127.55,11.181,7.053,29.587,0.98
129.6,129.95,127.62,11.206,7.109,29.603,0.98
129.12,129.84,127.82,11.231,7.137,29.565,0.98
128.95,129.7,128.03,11.247,7.085,29.594,0.98
130.02,129.65,127.79,11.125,7.08,29.574,0.98
130.2,130.15,127.9,11.143,7.152,29.613,0.98
129.63,130.07,128.33,11.217,7.15,29.614,0.98
128.32,128.77,127.01,26.539,30.926,47.138,0.83
130.03,129.95,128.04,11.408,7.739,29.832,0.98
130.27,130.24,127.78,11.123,7.191,29.607,0.98
129.53,130.46,128.6,11.235,7.232,29.651,0.98
130.02,130.05,128.46,11.166,7.132,29.639,0.98
130.09,130.2,127.93,11.137,7.184,29.604,0.98
130.16,130.04,127.9,11.119,7.165,29.606,0.98
129.95,130.01,128.29,11.149,7.204,29.616,0.98
129.86,130.18,128.44,11.181,7.193,29.637,0.98
129.57,130.09,127.42,11.169,7.517,29.58,0.98
128.26,128.71,126.52,26.434,31.143,46.999,0.83
129.72,129.37,127.83,11.303,7.73,29.701,0.98
129.67,130.03,128.3,13.125,7.377,30.843,0.96
129.9,129.67,127.58,11.126,7.294,29.593,0.98
129.96,130.22,127.93,11.153,7.405,29.617,0.98
129.97,130.03,128.41,11.153,7.272,29.641,0.98
129.4,129.87,128.51,11.192,7.132,29.596,0.98
129.61,129.7,127.82,11.168,7.091,29.585,0.98
129.92,129.72,127.9,11.14,7.107,29.575,0.98
129.83,129.7,128.54,11.154,7.078,29.566,0.98
128.57,128.93,127.43,29.055,31.313,47.363,0.83
128.78,130.21,128.28,20.667,7.214,30.544,0.97
128.91,130.1,128.03,19.022,7.18,29.563,0.98
128.73,130.15,128.85,18.993,7.164,29.632,0.98
128.42,129.74,128.09,18.967,7.112,29.556,0.98
129.21,129.4,127.7,14.31,7.033,29.565,0.98
129.44,129.32,127.28,13.752,7.103,31.32,0.97
129.25,129.3,128.05,11.213,7.002,29.558,0.98
129.19,129.32,127.68,11.223,7.01,29.549,0.98
127.89,128.93,126.85,20.633,23.036,39.84,0.87
127.86,129.1,126.68,20.187,21.546,39.099,0.88
128.99,129.54,127.89,12.065,7.051,30.077,0.97
128.46,129.82,127.58,11.299,7.152,29.588,0.98
128.98,129.42,127.28,11.884,7.025,29.957,0.98
128.48,129.78,126.92,11.293,7.119,29.568,0.98
128.86,129.34,127.25,12.036,7.025,30.035,0.97
128.24,129.09,127.23,12.219,6.985,30.123,0.97
128.35,129.38,126.75,12.127,7.037,30.017,0.97
128.27,129.54,126.76,11.333,7.094,29.55,0.98
128.01,128.51,126.08,21.432,23.992,40.64,0.87
128.09,128.89,126.82,18.352,19.649,37.15,0.9
128.84,129.55,127.19,11.314,7.001,29.578,0.98
129.25,129.06,126.92,11.567,6.927,29.701,0.98
129.32,128.75,127.06,11.198,7.044,29.521,0.98
128.52,129.13,127.47,12.704,7.394,30.391,0.97
128.55,128.93,127.82,10.63,7.098,24.582,0.96
128.76,128.83,128.96,2.739,6.776,3.217,0.92
129.06,128.25,128.72,2.794,6.658,3.223,0.91
127.07,126.67,127.69,31.683,34.275,33.982,0.52
128.05,128.72,129.1,6.486,8.979,6.878,0.63
128.59,128.83,128.79,3.56,7.052,3.93,0.87
128.95,128.42,128.55,7.304,6.771,6.972,0.63
129.3,128.26,128.79,5.532,6.848,5.423,0.69
129.37,128.6,129.25,2.84,7.003,3.217,0.91
128.36,128.81,128.79,4.062,6.928,4.323,0.77
129.06,128.6,128.19,5.083,6.797,5.133,0.7
128.97,128.38,128.77,4.058,6.784,4.266,0.77
128.6,128.12,128.42,5.656,6.789,5.63,0.68
128.16,127.71,128.21,17.81,20.242,18.619,0.53
127.88,127.65,127.51,19.58,22.579,20.492,0.54
128.99,128.42,128.37,5.318,6.588,5.916,0.82
127.47,128.56,128.37,17.198,6.862,11.64,0.74
127.44,127.97,128.43,14.252,6.946,5.397,0.81
125.97,126.32,126.36,35.001,30.838,29.882,0.55
127.02,127.54,127.68,17.009,11.593,9.983,0.59
127.03,128.01,128.02,12.809,6.701,3.881,0.81
127.83,127.61,128.03,5.133,6.609,5.319,0.7
128.24,127.51,127.63,4.367,6.549,4.585,0.75
128.49,127.4,127.8,2.699,6.787,3.225,0.91
127.75,126.79,127.56,21.043,24.335,22.068,0.53
127.29,127.28,127.95,17.206,20.166,18.164,0.55
128.12,127.82,127.66,5.795,6.691,5.813,0.68
127.93,127.34,127.48,4.214,6.552,4.441,0.76
127.85,127.16,127.89,6.683,6.571,6.653,0.66
128.13,127.65,128.27,5.233,6.735,5.31,0.71
128.48,127.37,127.81,5.223,6.887,5.274,0.7
128.13,127.57,127.42,4.711,6.855,4.846,0.73
127.17,127.7,127.92,5.321,6.944,5.491,0.69
128.36,126.73,128.14,5.204,6.677,5.26,0.7
126.72,125.92,126.77,26.029,28.594,27.757,0.53
128.28,127.2,127.42,8.214,9.706,8.471,0.6
127.71,127.38,128.39,6.31,6.86,6.309,0.67
127.89,127.37,127.89,5.37,6.743,5.521,0.69
128.23,126.97,127.9,4.922,6.628,5.33,0.75
128.15,127.02,127.42,3.811,6.721,4.472,0.82
127.41,127.32,127.88,6.423,6.934,6.843,0.71
128.01,127.25,128.11,4.791,6.89,5.257,0.76
128.03,127.14,127.78,2.654,6.899,3.698,0.9
128.19,126.83,127.4,3.983,6.87,4.627,0.8
126.82,125.97,126.72,23.06,25.842,24.499,0.54
127.92,126.75,127.9,14.559,15.558,15.377,0.6
128.34,127.31,127.45,5.979,6.974,6.961,0.83
127.72,127.37,127.29,4.364,6.91,4.975,0.78
128.31,127.1,127.85,4.012,6.948,4.65,0.85
128.15,127.43,127.74,2.657,6.913,3.706,0.9
127.61,127.56,127.33,4.728,6.911,5.262,0.78
128.03,127.33,126.83,6.191,6.898,6.579,0.76
126.73,127.61,127.73,11.957,6.984,5.406,0.75
126.71,127.38,127.89,14.674,6.928,5.787,0.72
126.09,127.6,127.63,22.752,16.007,17.136,0.56
126.37,127.2,126.75,30.241,26.09,24.697,0.56
127.39,127.8,128.37,14.91,6.777,6.262,0.71
128.02,127.57,127.65,8.135,6.799,8.138,0.68
128.55,127.64,127.71,5.39,6.867,5.761,0.81
128.72,127.41,127.32,4.586,6.912,5.196,0.87
127.69,127.46,127.65,5.856,7.031,6.134,0.71
127.56,127.47,127.66,4.77,7.013,5.234,0.76
128.36,127.52,127.67,3.739,6.909,4.43,0.81
128.58,127.58,127.38,4.389,6.985,4.925,0.77
127.94,127.82,127.8,3.402,7.017,4.192,0.84
127.09,126.35,127.32,26.113,29.924,27.531,0.54
127.99,128.02,127.83,3.851,6.989,4.531,0.8
127.91,127.88,127.57,6.556,6.892,6.728,0.7
127.78,127.59,127.61,8.016,7.007,8.181,0.7
128.01,127.6,128.05,7.211,7.037,7.495,0.7
128.09,127.52,127.49,4.043,6.948,4.678,0.8
128.16,127.76,127.86,4.837,6.972,5.28,0.76
127.86,128.06,128.04,5.137,6.849,5.551,0.73
128.19,127.81,128.24,6.955,6.907,6.918,0.67
128.92,127.78,127.65,6.295,7.057,6.553,0.74
127.73,127.03,127.02,25.207,27.57,26.352,0.53
128.78,127.83,128.32,12.624,13.314,13.726,0.57
128.92,128.23,128.67,6.755,6.879,6.69,0.68
129.09,128.11,127.97,4.45,6.877,4.604,0.74
128.64,128.02,128.28,3.58,6.877,3.917,0.8
127.62,128.55,128.53,5.6,7.006,5.657,0.69
128.72,128.2,128.27,4.562,7.12,4.73,0.73
128.08,127.87,127.93,8.014,7.03,8.096,0.67
128.45,127.67,128.21,9.265,6.913,10.196,0.73
127.75,127.98,128.18,10.55,7.022,11.731,0.76
128.31,127.49,127.73,14.261,12,15.979,0.63
127.51,126.96,126.73,28.42,28.718,33.495,0.56
127.86,128.08,128.53,7.488,7.191,8.341,0.79
128.67,127.74,128.49,5.11,7.048,5.299,0.74
128.18,127.99,127.65,9.425,7.166,10.138,0.72
128.28,127.95,128.03,9.213,7.01,10.114,0.76
128.55,127.67,128.38,8.204,6.85,9.095,0.78
127.94,127.98,128.33,9.234,6.853,10.093,0.74
128.84,127.97,128.33,6.674,6.817,7.113,0.74
129.42,128.1,128.97,2.831,6.783,3.23,0.91
129.09,128.18,128.74,10.565,6.756,11.377,0.72
128.98,128.16,128.66,6.933,6.744,7.755,0.82
127.85,127.21,127.25,26.735,29.724,28.511,0.54
128.7,128.22,128.97,3.904,7.056,4.203,0.8
129.12,127.92,129.12,3.717,6.993,3.976,0.8
129.18,128.18,128.58,4.263,6.884,4.385,0.75
128.98,128.41,128.11,4.793,6.88,4.898,0.72
128.78,128.85,128.83,5.694,6.981,5.673,0.68
129.16,129.2,128.93,4.041,7.099,4.224,0.77
129.51,128.85,128.48,5.913,6.843,5.838,0.67
129.3,128.88,128.16,4.753,6.828,4.795,0.74
129.26,128.97,129.22,2.817,6.833,3.228,0.91
129.25,128.39,129.2,5.354,6.715,5.363,0.7
128.34,128.1,127.73,23.278,22.941,27.176,0.56
128.86,128.13,128.08,20.502,21.866,22.662,0.53
128.09,128.92,129.19,12.42,7.239,4.842,0.72
128.42,129.01,129.78,13.861,7.239,4.749,0.73
128.35,129.02,129.03,12.31,7.25,3.225,0.91
128.33,129.05,129.24,12.282,7.102,3.225,0.91
128.53,129.16,128.77,13.693,7.143,8.495,0.84
129.87,129.13,129.83,3.643,7.166,3.809,0.81
129.62,128.8,128.79,7.394,7.323,8.469,0.84
129.05,129.12,128.52,8.85,7.213,9.69,0.76
129.49,128.6,128.57,11.397,7.26,12.169,0.68
129.12,128.75,129.4,4.997,7.137,5.232,0.84
128.59,127.52,127.53,26.941,30.063,28.065,0.51
129.47,128.87,128.69,6.312,7.243,6.941,0.8
129.55,128.64,128.69,8.542,7.308,9.58,0.8
129.71,128.95,129.52,4.804,7.271,5.145,0.84
130.02,128.49,128.76,2.977,7.167,3.231,0.91
129.95,128.51,128.94,2.953,7.03,3.229,0.91
129.62,128.54,129.36,6.569,7.048,6.587,0.68
129.3,128.23,129.67,3.814,7.118,4.028,0.79
128.72,128.54,128.47,8.42,7.319,9.237,0.76
129.39,128.65,128.83,5.646,7.222,6.081,0.79
128.73,128.92,129.4,2.726,7.234,3.225,0.91
129.84,128.29,129.68,4.557,7.086,4.597,0.74
128.08,127.83,127.82,26.313,30.044,27.577,0.53
130.14,128.81,129.33,2.989,6.996,3.227,0.91
129.06,128.91,129.76,6.12,7.291,7.003,0.84
129.9,129,129.7,5.149,7.291,5.75,0.85
130,128.73,129.28,2.957,7.179,3.222,0.91
128.89,128.8,129.13,9.42,7.155,10.053,0.7
129.27,128.34,129.17,9.27,7.245,10.402,0.78
128.8,128.71,128.11,12.849,7.367,19.745,0.94
129.53,128.59,126.69,16.86,7.608,32.134,0.97
128.81,128.83,126.15,17.348,7.713,35.29,0.97
127.97,127.83,125.72,26.086,25.185,47.322,0.86
128.2,128.17,126.03,18.82,18.188,37.363,0.91
128.41,128.88,125.95,15.591,7.553,33.26,0.97
129.38,128.73,126.24,12.829,7.469,31.088,0.98
128.81,129.29,127.04,12.439,7.641,30.486,0.97
128.89,129.08,126.41,15.377,7.595,32.437,0.96
128.6,129.21,126.14,14.764,7.591,31.987,0.96
128.95,129.07,126.5,11.518,7.518,29.896,0.98
129.14,128.87,126.74,12.184,7.457,30.284,0.97
127.9,127.26,125.49,27.256,31.951,48.21,0.83
129.05,129.09,125.86,17.295,7.412,34.603,0.96
128.34,128.88,126.36,12.281,7.36,30.285,0.98
128.7,128.63,126.42,12.775,7.366,30.559,0.97
129.27,128.81,126.7,11.334,7.385,29.721,0.98
129.4,129.01,125.83,12.347,7.462,30.3,0.97
128.42,129.22,126.43,11.396,7.522,29.65,0.98
127.79,129.33,126.4,12.066,7.481,30.079,0.98
128.4,129.19,126.71,12.274,7.546,30.189,0.97
