IL1,IL2,IL3,PF
14.274,4.493,11.927,0.67
14.029,4.708,12.922,0.63
12.341,2.206,11.854,0.52
19.802,9.731,10.949,0.65
23.134,12.264,11.553,0.67
20.83,11.147,11.808,0.67
11.462,2.646,11.591,0.51
11.138,2.648,11.367,0.51
11.687,1.996,11.285,0.51
11.978,3.17,12.628,0.51
11.315,2.584,11.418,0.5
13.696,5.567,13.206,0.56
22.801,12.411,10.973,0.67
19.29,9.487,12.75,0.64
12.113,1.854,11.064,0.5
11.89,2.779,11.71,0.5
11.567,1.994,10.87,0.51
11.817,2.039,11.028,0.53
12.567,3.028,11.221,0.53
22.437,12.899,11.239,0.69
23.255,12.565,9.239,0.67
17.372,8.584,5.024,0.63
11.455,3.488,6.89,0.5
14.442,6.399,11.24,0.59
23.172,12.735,11.498,0.68
21.802,11.211,10.287,0.68
12.014,2.51,5.283,0.51
12.683,3.171,6.086,0.5
11.775,3.542,12.373,0.5
12.156,2.251,10.291,0.51
11.466,1.343,4.316,0.52
11.477,2.078,4.613,0.51
12.394,3.917,11.998,0.53
22.448,12.537,11.542,0.68
19.082,10.235,4.792,0.67
10.578,1.603,6.198,0.52
11.191,3.424,12.544,0.53
11.119,3.061,8.426,0.53
9.64,2.619,4.08,0.53
9.941,1.828,6.18,0.52
10.735,1.441,10.58,0.53
11.781,3.995,7.196,0.61
10.637,4.041,4.428,0.64
10.647,0.836,4.251,0.53
9.914,1.575,7.316,0.53
11.061,1.944,11.009,0.53
11.038,2.845,7.311,0.53
10.433,0.861,10.035,0.52
10.364,1.861,10.543,0.51
11.341,3.209,10.939,0.52
21.939,12.336,10.285,0.67
16.354,9.028,8.955,0.65
9.251,0.923,8.846,0.47
10.759,2.856,11.61,0.48
10.492,0.922,9.889,0.49
8.786,2.997,10.278,0.5
9.051,2.088,9.559,0.5
11.653,1.373,10.531,0.52
9.367,1.428,2.985,0.5
19.638,10.192,5.25,0.66
19.705,11.366,5.425,0.68
11.313,2.011,11.087,0.5
11.855,1.575,10.559,0.54
11.023,1.016,10.079,0.51
9.357,1.68,5.145,0.49
10.27,0.837,3.424,0.49
10.604,3.114,9.091,0.49
10.191,2.487,10.621,0.49
12.942,4.614,9.579,0.56
22.189,12.625,4.868,0.68
9.98,0.839,8.881,0.5
11.633,1.936,10.393,0.52
11.228,3.085,5.288,0.55
10.496,1.402,4.039,0.51
10.716,2.456,4.886,0.52
12.641,3.783,10.678,0.73
20.384,11.13,23.707,0.94
21.568,10.395,21.89,0.94
32.164,16.124,20.398,0.92
30.365,13.933,21.868,0.92
22.509,11.746,23.088,0.94
22.019,12.547,25.458,0.95
23.167,11.826,25.267,0.94
22.986,11.358,22.644,0.95
22.557,12.961,24.923,0.95
21.262,11.252,24.521,0.95
22.066,11.218,21.31,0.95
21.332,11.226,20.869,0.95
21.231,11.259,24.862,0.95
21.915,11.877,22.009,0.94
21.017,11.259,19.823,0.95
21.146,12.374,20.522,0.95
23.098,11.612,23.902,0.93
33.554,16.272,25.97,0.91
25.483,13.207,20.19,0.94
23.395,11.913,23.399,0.94
22.21,11.289,21.441,0.95
22.788,11.296,22.001,0.94
21.925,11.302,20.798,0.95
22.871,12.716,22.779,0.94
23.319,12.787,24.757,0.94
22.035,12.981,26.807,0.95
32.161,19.529,24.968,0.97
31.587,17.325,21.574,0.97
36.592,21.382,20.264,0.95
26.275,12.228,16.503,0.86
20.039,8.732,15.429,0.89
18.898,7.587,17.565,0.91
18.013,7.248,16.492,0.91
16.245,6.469,15.545,0.91
14.134,4.476,15.841,0.86
13.861,4.48,15.293,0.87
13.904,4.481,15.218,0.87
15.581,4.471,17.359,0.85
13.814,4.993,15.256,0.87
15.255,5.21,17.189,0.85
14.304,4.478,15.74,0.86
13.949,4.48,15.261,0.87
14.448,4.476,15.874,0.86
14.785,4.473,16.274,0.85
16.714,5.284,18.856,0.83
14.609,4.899,15.789,0.85
13.911,4.581,14.816,0.86
13.907,4.69,14.868,0.86
15.182,5.71,16.674,0.85
25.299,11.784,14.836,0.85
21.041,9.34,14.809,0.85
13.854,4.464,14.771,0.87
14.366,4.461,15.404,0.86
14.746,4.458,15.909,0.85
13.981,4.461,14.963,0.86
13.849,4.46,14.806,0.86
13.878,4.456,14.798,0.86
15.298,5.495,14.789,0.89
13.854,4.464,14.789,0.87
13.91,4.461,14.814,0.86
13.901,4.462,14.813,0.86
13.825,4.46,14.802,0.87
14.525,4.458,15.619,0.86
13.909,4.461,14.784,0.87
13.916,4.458,14.806,0.87
13.937,4.452,14.816,0.86
13.944,4.453,14.814,0.86
13.925,4.458,14.817,0.86
14.103,4.472,16.477,0.86
13.857,4.508,19.585,0.86
13.828,4.454,14.797,0.86
13.863,4.447,14.815,0.86
13.828,4.444,14.808,0.87
13.837,4.442,14.792,0.87
14.774,4.436,15.926,0.85
14.584,4.433,15.632,0.85
13.905,4.439,14.771,0.86
13.94,4.438,14.789,0.86
13.874,4.441,14.795,0.86
13.895,4.468,17.943,0.86
13.876,4.473,18.297,0.86
13.857,4.442,14.774,0.86
14.582,4.443,15.716,0.85
14.446,4.443,15.53,0.86
13.814,4.446,14.752,0.87
13.852,4.443,15.012,0.86
14.27,4.442,15.685,0.86
13.804,4.475,16.551,0.87
13.823,4.513,19.57,0.87
13.814,4.465,14.75,0.87
13.871,4.464,14.778,0.87
17.149,5.656,17.468,0.84
25.379,11.876,14.831,0.85
18.678,7.868,14.805,0.86
13.929,4.461,14.773,0.86
13.937,4.459,14.928,0.86
13.948,4.508,19.74,0.86
13.905,4.476,16.413,0.86
13.908,4.46,14.79,0.86
13.952,4.452,14.797,0.86
13.947,4.453,14.799,0.86
13.892,4.455,14.864,0.86
13.914,4.455,14.868,0.86
15.588,4.45,17.02,0.84
13.881,4.463,14.849,0.87
14.23,4.465,15.194,0.86
13.957,4.477,14.926,0.87
15.413,4.87,20.707,0.86
13.83,4.487,17.226,0.86
13.741,4.463,14.774,0.86
13.763,4.461,14.782,0.86
13.821,4.457,14.771,0.86
13.844,4.455,14.775,0.86
13.868,4.503,19.447,0.86
14.727,5.091,16.812,0.88
13.736,4.463,14.781,0.87
16.052,4.456,17.697,0.84
16.476,4.451,18.178,0.83
15.805,5.885,14.762,0.9
15.202,4.46,16.624,0.85
13.675,4.483,14.756,0.87
14.353,4.502,18.881,0.86
24.509,11.437,18.466,0.86
20.213,8.952,14.759,0.86
13.668,4.48,14.723,0.87
16.236,4.46,18.014,0.84
14.948,6.85,17.257,0.86
14.838,5.318,16.641,0.86
13.662,4.481,15.118,0.88
13.694,4.493,16.934,0.87
15.121,4.521,21.575,0.86
14.463,4.477,16.372,0.86
17.194,6.966,15.093,0.93
18.224,7.362,16.033,0.93
17.545,6.438,18.317,0.91
14.67,4.43,24.042,0.87
16.166,5.744,21.34,0.9
20.815,8.384,19.307,0.93
19.43,8.153,22.259,0.94
17.635,6.858,22.218,0.93
16.016,6.852,22.942,0.9
16.378,7.502,21.403,0.92
21.069,9.618,25.187,0.92
17.908,5.561,24.184,0.88
16.397,6.751,20.223,0.89
17.203,6.674,20.924,0.89
26.69,12.289,20.684,0.87
22.041,11.798,11.852,0.72
10.593,0.837,9.348,0.51
10.334,0.834,3.59,0.51
9.939,1.427,4.447,0.51
17.859,10.156,10.781,0.75
24.403,15.447,9.31,0.78
18.751,9.986,4.511,0.68
9.777,1.172,4.086,0.53
8.975,3.161,10.779,0.52
11.191,3.848,9.542,0.6
11.357,2.561,5.028,0.58
14.083,6.843,6.169,0.64
22.231,12.238,10.106,0.7
21.87,13.789,7.146,0.78
10.785,2.682,5.133,0.55
11.101,1.717,8.123,0.55
10.353,2.44,10.766,0.54
12.796,6.162,7.011,0.71
16.795,7.957,4.587,0.75
24.138,14.151,4.566,0.75
18.895,9.777,9.948,0.68
11.658,2.462,11.251,0.53
10.946,2.097,4.699,0.52
12.621,3.552,4.849,0.64
11.486,3.316,4.843,0.58
11.035,0.847,7.202,0.52
19.659,10.463,5.716,0.66
21.909,12.165,10.083,0.68
17.655,9.049,6.907,0.69
11.988,0.933,5.189,0.54
11.985,1.933,5.626,0.54
18.666,10.577,8.288,0.74
21.721,13.559,12.671,0.71
12.091,5.744,8.07,0.62
10.117,2.299,4.618,0.51
12.598,4.457,6.147,0.65
10.64,1.989,9.633,0.58
10.697,2.35,9.386,0.51
10.093,2.716,4.407,0.51
16.482,8.322,8.82,0.64
21.969,12.406,8.884,0.68
10.738,4.47,4.373,0.55
11.096,1.819,9.68,0.51
10.949,1.393,7.522,0.51
10.053,1.41,3.667,0.5
10.573,2.348,9.592,0.52
10.644,2.861,6.048,0.57
10.022,1.365,4.222,0.51
13.188,5.583,10.6,0.61
21.18,12.661,6.201,0.69
15.032,7.484,4.271,0.66
11.819,2.607,10.831,0.57
10.533,3.154,9.033,0.63
11.079,1.442,4.516,0.52
8.875,1.484,5.819,0.5
11.368,1.564,9.147,0.52
10.129,4.359,5.652,0.51
11.004,2.541,9.9,0.52
10.512,1.967,7.906,0.52
10.41,2.125,4.435,0.52
10.716,2.42,6.943,0.52
22.349,12.425,11.285,0.68
17.543,10.661,4.211,0.67
11.195,4.058,6.284,0.52
10.232,1.77,10,0.51
9.613,2.357,5.792,0.51
9.634,1.774,4.002,0.51
11.403,1.784,9.009,0.53
10.731,2.939,8.285,0.57
10.474,1.019,4.329,0.51
10.797,1.296,4.788,0.51
10.513,2.7,6.572,0.5
10.841,2.508,10.587,0.55
10.467,2.031,7.883,0.5
12.04,1.788,5.409,0.52
16.019,7.907,9.898,0.63
22.067,12.611,6.756,0.68
12.627,5.462,5.921,0.56
11.867,1.569,5.116,0.5
11.011,1.768,6.876,0.5
9.375,1.968,9.441,0.49
11.707,1.013,4.841,0.49
12.491,2.9,4.948,0.6
10.324,1.013,9.392,0.49
10.771,1.76,8.612,0.5
11.422,0.993,4.622,0.49
9.263,2.285,5.794,0.48
10.919,4.464,5.86,0.56
21.422,12.336,9.307,0.68
17.305,10.32,7.315,0.68
10.286,1.489,4.434,0.52
10.815,2.108,5.171,0.54
9.196,0.964,3.317,0.51
8.975,0.962,8.671,0.51
10.137,2.41,6.149,0.52
10.918,1.463,4.767,0.53
10.113,0.915,3.912,0.53
10.256,1.664,4.37,0.52
11.847,2.706,6.013,0.56
8.554,1.453,2.698,0.5
17.068,9.359,6.368,0.66
19.893,12.275,9.523,0.7
13.593,5.892,6.338,0.61
9.46,0.927,3.491,0.51
10.2,2.952,5.478,0.52
9.28,3.176,7.522,0.52
11.587,3.401,8.731,0.68
10.35,2.319,4.811,0.51
9.064,3.861,4.997,0.5
10.13,1.895,4.377,0.5
10.49,3.482,4.926,0.66
18.646,9.194,11.265,0.65
22.356,11.513,11.56,0.68
12.198,1.829,8.235,0.52
10.704,0.862,4.906,0.5
11.763,1.316,9.905,0.51
10.501,1.012,10.054,0.49
10.05,0.868,4.054,0.48
11.488,1.092,6.065,0.49
13.944,5.156,12.804,0.56
24.313,13.268,8.108,0.69
18.397,8.942,5.334,0.63
11.407,0.883,9.151,0.5
11.16,3.369,13.285,0.5
11.834,2.203,12.525,0.51
12.076,2.232,12.2,0.51
11.473,1.618,6.013,0.5
20.138,12.178,6.403,0.7
19.509,11.118,10.399,0.67
11.288,1.282,9.524,0.5
10.693,3.113,5.9,0.48
11.661,1.962,5.89,0.48
11.251,2.477,5.855,0.48
11.218,1.265,11.214,0.48
10.899,2.632,5.578,0.47
18.141,9.023,5.769,0.62
21.895,12.689,5.577,0.67
22.02,12.332,10.16,0.66
10.803,2.927,11.889,0.47
11.119,1.792,5.93,0.49
11.932,2.156,6.433,0.5
11.788,1.797,6.149,0.49
12.643,4.728,13.245,0.73
22.54,10.844,26.051,0.92
33.509,15.09,22.093,0.9
33.329,14.772,21.448,0.91
34.489,15.281,26.122,0.91
23.697,11.914,27.368,0.94
23.19,11.36,24.944,0.94
21.549,11.863,24.674,0.95
22.692,11.581,22.774,0.94
22.631,11.448,22.896,0.94
22.372,11.498,23.197,0.94
23.313,11.239,28.012,0.94
30.773,13.831,25.099,0.91
32.32,14.616,23.052,0.91
22.128,11.869,22.315,0.94
23.011,11.629,24.734,0.94
22.387,11.294,26.639,0.94
21.613,11.925,22.09,0.95
21.188,11.282,20.537,0.95
21.933,12.19,22.065,0.94
21.184,11.286,20.679,0.95
21.639,12.374,21.79,0.94
28.537,15.392,21.217,0.93
41.963,24.556,21.748,0.94
35.446,20.188,21.473,0.95
31.392,17.857,23.844,0.96
25.165,14.188,23.498,0.94
16.073,5.64,18.449,0.82
15.228,6.17,17.513,0.84
16.595,4.476,22.145,0.83
14.001,5.74,15.884,0.86
14.827,4.463,16.381,0.85
15.351,4.459,17.052,0.84
14.075,4.468,15.197,0.86
19.838,8.03,16.217,0.84
25.819,11.653,15.77,0.85
20.628,8.494,15.923,0.85
13.824,4.462,15.246,0.87
13.835,4.461,15.224,0.87
14.694,4.79,16.455,0.85
14.651,4.473,16.249,0.85
15.601,4.436,17.394,0.84
14.529,4.435,16.036,0.85
14.377,4.432,15.829,0.85
13.902,4.436,14.921,0.86
13.988,4.422,14.944,0.86
14.296,4.414,15.284,0.85
14.008,4.417,14.866,0.85
14.269,4.432,15.273,0.85
13.958,4.433,14.848,0.86
13.983,4.432,14.857,0.86
13.969,4.436,14.853,0.86
13.914,5.08,15.086,0.86
13.869,4.58,16.111,0.87
13.866,4.498,19.13,0.87
13.851,4.448,14.792,0.86
13.785,4.458,14.79,0.87
13.758,4.462,14.805,0.87
13.742,4.463,14.809,0.87
13.745,4.461,14.811,0.87
13.795,4.453,14.806,0.86
13.772,4.458,14.791,0.87
13.725,4.459,14.793,0.87
13.762,4.455,14.808,0.87
13.796,4.45,14.815,0.87
13.807,4.471,17.718,0.86
13.802,4.475,18.267,0.86
13.811,4.441,14.819,0.86
13.837,4.446,14.799,0.87
13.833,4.449,14.8,0.87
13.842,4.456,14.813,0.87
13.8,4.46,14.81,0.87
13.812,4.461,14.814,0.87
24.77,11.577,16.68,0.85
19.8,8.523,19.33,0.86
13.893,4.455,14.795,0.86
13.856,4.452,14.8,0.86
13.821,4.454,14.81,0.86
13.793,4.453,14.798,0.86
13.805,4.457,14.79,0.86
13.794,4.46,14.774,0.87
13.907,4.461,15.447,0.86
14.791,4.501,20.913,0.85
13.869,4.451,15.854,0.86
13.891,4.45,15.067,0.86
13.859,4.46,14.759,0.87
13.887,4.459,14.756,0.86
13.818,4.456,14.728,0.86
13.825,4.46,15.052,0.86
14.147,4.505,19.997,0.86
15.895,4.452,18.217,0.83
13.825,4.456,14.7,0.86
13.878,4.449,14.716,0.86
13.856,4.451,14.753,0.86
13.83,4.451,14.749,0.86
13.816,4.451,14.748,0.86
13.795,4.453,14.738,0.86
13.795,4.455,14.69,0.86
14.021,4.463,16.243,0.86
13.823,4.503,19.595,0.86
13.788,4.458,15.125,0.86
13.808,4.454,14.686,0.86
13.809,4.453,14.692,0.86
13.764,4.46,14.699,0.87
13.786,4.475,16.52,0.86
13.742,4.505,18.898,0.87
13.73,4.46,14.675,0.87
13.704,4.463,14.661,0.87
13.644,4.47,14.668,0.87
17.129,5.721,17.467,0.84
25.126,11.832,14.699,0.86
18.86,8.119,14.667,0.86
13.676,4.477,15.896,0.87
14.149,4.522,20.124,0.86
14.166,5.08,15.827,0.87
13.728,5.858,15.255,0.87
14.542,4.46,15.753,0.85
14.121,4.462,15.216,0.86
14.186,4.463,15.301,0.86
15.681,4.458,17.838,0.84
14.175,4.51,20.091,0.86
13.742,5.313,15.477,0.87
13.706,4.463,14.62,0.87
14.09,4.462,15.174,0.86
13.626,4.47,14.736,0.87
17.11,4.448,19.328,0.84
17.141,5.112,20.297,0.84
23.496,8.806,23.933,0.84
29.911,15.304,17.498,0.89
18.85,6.728,17.974,0.9
13.627,4.483,15.411,0.87
13.604,4.882,15.524,0.87
14.69,4.784,16.857,0.86
15.139,4.867,18.638,0.87
15.77,5.758,22.517,0.88
14.285,5.413,23.98,0.9
15.422,5.517,23.956,0.9
15.113,5.906,24.835,0.91
15.155,5.659,19.164,0.91
15.373,5.6,16.955,0.91
17.074,6.967,17.103,0.92
17.558,6.803,24.658,0.88
20.946,9.401,21.588,0.88
26.873,12.433,18.728,0.87
24.97,11.669,14.67,0.87
9.028,0.847,7.338,0.5
8.508,1.666,8.845,0.49
12.434,3.242,9.986,0.63
10.084,2.19,4.189,0.5
10.568,1.267,8.339,0.51
8.555,2.701,9.448,0.49
9.404,1.518,3.245,0.51
10.271,2.455,4.751,0.53
18.304,9.059,4.653,0.67
21.55,12.313,10.096,0.7
9.084,1.278,8.084,0.54
8.395,1.277,3.01,0.53
10.157,2.152,6.55,0.54
10.577,2.385,5.223,0.53
10.847,2.27,6.494,0.52
11.847,0.967,6.228,0.53
11.167,2.54,4.859,0.58
21.973,11.87,10.204,0.69
20.587,11.57,5.08,0.73
10.148,1.952,4.572,0.53
10.236,2.081,7.571,0.53
10.81,1.594,5.676,0.53
10.119,2.24,4.723,0.53
13.86,6.221,8.579,0.61
21.254,12.22,7.939,0.69
17.235,9.446,8.891,0.67
9.432,1.988,10.098,0.53
9.514,0.965,4.054,0.53
10.943,1.501,4.983,0.54
9.602,2.104,4.293,0.53
9.829,2.654,10.446,0.56
10.486,1.465,9.655,0.57
10.872,3.935,6.678,0.57
11.058,3.039,5.876,0.59
10.802,2.896,6.225,0.58
10.395,3.738,11.468,0.58
10.303,3.093,5.607,0.58
9.976,2.079,8.651,0.58
19.181,10.698,8.261,0.71
21.876,13.554,7.488,0.75
15.655,9.812,11.824,0.75
10.003,2.014,4.619,0.57
10.957,2.479,5.599,0.59
8.316,3.045,9.79,0.56
9.846,1.389,6.487,0.58
10.242,2.756,5.543,0.59
9.093,1.422,8.812,0.58
9.339,1.491,7.334,0.58
10.553,3.035,5.236,0.63
10.557,1.373,7.547,0.58
10.207,2.298,10.749,0.58
16.589,9.185,9.795,0.7
20.275,12.003,5.188,0.72
8.637,3.969,4.241,0.6
10.572,2.879,10.48,0.58
8.478,3.24,10.061,0.56
9.196,2.332,4.355,0.57
9.83,2.131,4.197,0.61
9.708,1.452,4.63,0.58
9.936,2.656,10.948,0.58
9.406,3.612,9.003,0.58
10.397,2.458,5.118,0.6
10.652,1.745,7.091,0.57
10.302,0.957,10.085,0.56
9.358,3.176,6.053,0.56
10.891,1.703,5.126,0.57
9.501,2.463,5.461,0.57
10.964,3.612,11.457,0.59
21.676,12.19,11.415,0.71
15.998,8.507,11.503,0.68
10.197,1.49,6.387,0.57
9.166,2.524,4.295,0.55
11.766,6.017,10.168,0.77
11.379,2.405,8.524,0.65
12.173,2.966,5.23,0.64
15.692,6.423,9.983,0.62
22.918,12.568,8.85,0.68
21.294,11.704,5.217,0.68
10.412,3.191,5.468,0.52
9.74,2.873,10.446,0.5
10.966,1.558,5.754,0.51
11.423,2.918,4.562,0.6
10.383,0.965,8.241,0.51
9.293,1.642,5.035,0.5
10.011,0.99,6.062,0.5
11.424,3.719,11.504,0.6
10.246,2.475,3.297,0.59
9.391,1.873,6.672,0.49
11.205,0.974,7.053,0.51
11.519,0.954,4.712,0.51
9.63,1.402,7.183,0.51
10.753,2.053,8.549,0.52
11.304,3.755,7.251,0.67
10.022,0.935,3.782,0.51
10.28,2.758,5.02,0.51
11.556,1.936,6.455,0.52
9.907,1.446,9.173,0.5
19.107,11.556,3.126,0.67
20.736,12.151,4.005,0.68
9.671,0.946,7.566,0.5
10.48,1.78,6.22,0.5
10.32,0.945,4.047,0.51
9.351,0.925,3.369,0.52
10.352,2.919,9.014,0.54
8.738,0.901,5.787,0.53
8.34,1.329,2.705,0.52
8.535,2.808,5.84,0.52
9.858,2.328,9.479,0.53
8.911,0.9,2.978,0.51
8.736,2.195,3.489,0.5
10.32,1.503,4.407,0.53
10.881,1.465,9.389,0.52
8.401,2.997,6.175,0.5
10.363,1.931,4.639,0.52
11.376,2.173,6.174,0.56
11.161,2.856,10.618,0.52
10.786,2.682,10.113,0.5
11.628,0.879,10.877,0.5
22.722,12.878,10.938,0.68
17.954,9.706,5.567,0.65
10.755,4.021,6.399,0.48
10.478,1.349,8.597,0.48
10.141,1.3,8.249,0.5
9.841,1.953,4.227,0.48
10.56,3.425,5.644,0.48
11.167,1.489,8.689,0.49
17.169,8.442,11.23,0.62
23.886,13.104,12.191,0.68
21.457,12.014,12.674,0.66
11.267,1.724,10.896,0.49
11.039,0.896,10.292,0.49
11.189,3.635,12.781,0.5
8.932,0.894,8.655,0.47
10.286,0.892,7.253,0.48
11.178,2.479,9.784,0.49
10.64,2.019,10.438,0.49
11.454,2.642,11.841,0.49
10.475,3.259,8.928,0.48
19.908,10.189,5.042,0.65
23.465,13.874,10.241,0.69
21.154,11.864,13.13,0.68
10.211,4.233,10.649,0.48
11.057,2.817,5.45,0.47
11.96,4.853,9.476,0.65
17.647,9.355,20.582,0.84
27.89,13.2,23.92,0.9
33.422,16.184,22.577,0.9
24.739,11.961,26.196,0.92
23.379,13.152,30.434,0.93
23.223,12.995,23.421,0.93
23.452,13.339,26.749,0.93
22.862,12.63,30.31,0.94
22.321,11.623,26.72,0.94
23.332,11.199,24.328,0.93
23.604,11.203,23.93,0.93
30.27,13.925,22.585,0.91
33.71,15.454,23.606,0.91
23.013,11.291,27.436,0.93
22.292,12.038,23.389,0.94
22.617,11.32,22.371,0.93
21.297,11.712,20.502,0.95
22.197,11.283,23.701,0.94
21.422,11.301,24.551,0.94
22.017,11.272,21.661,0.94
22.779,11.266,22.668,0.93
27.51,13.574,24.377,0.94
31.81,17.26,22.381,0.96
24.711,13.403,26.011,0.94
32.251,14.418,24.476,0.89
26.962,11.474,18.817,0.82
16.46,7.205,19.635,0.82
16.342,6.029,18.946,0.82
14.524,6.062,16.837,0.85
14.926,4.863,16.685,0.84
16.113,4.435,18.149,0.84
14.041,4.447,15.483,0.86
14.02,4.444,15.088,0.86
13.506,4.453,14.449,0.87
14.569,4.44,15.808,0.85
13.544,4.44,14.411,0.87
13.564,4.437,14.55,0.87
14.338,4.43,15.645,0.85
14.219,4.432,15.374,0.86
17.208,6.437,15.578,0.91
14.776,5.622,15.416,0.89
14.874,4.413,16.47,0.85
13.89,4.419,15.175,0.86
13.897,4.416,15.19,0.86
13.896,4.414,15.19,0.86
21.218,9.431,15.221,0.85
23.695,10.874,15.23,0.85
13.824,4.426,15.168,0.87
13.815,4.423,14.937,0.87
14.454,4.421,15.639,0.86
13.865,4.419,14.852,0.86
13.878,4.414,14.884,0.86
13.936,4.412,14.886,0.86
14.871,4.418,17.269,0.84
13.925,4.455,19.046,0.86
13.932,4.411,14.872,0.86
13.873,4.423,14.925,0.86
13.894,4.428,14.927,0.86
13.955,4.42,14.933,0.86
13.954,4.421,14.903,0.86
13.968,4.686,14.968,0.86
13.927,4.653,14.937,0.86
13.798,4.448,15.224,0.87
13.793,4.502,19.768,0.87
13.782,4.446,14.863,0.87
13.798,4.439,14.846,0.87
13.834,4.432,14.843,0.87
13.815,4.434,14.833,0.87
13.773,4.429,14.83,0.87
13.768,4.422,14.822,0.87
13.827,4.422,15.413,0.87
13.83,4.469,19.751,0.87
13.822,4.422,15.023,0.87
13.813,4.417,14.813,0.87
13.839,4.417,14.811,0.87
13.789,4.43,14.805,0.87
14.026,4.433,15.171,0.87
13.73,4.425,14.774,0.87
13.777,4.421,14.772,0.87
13.824,4.463,19.72,0.86
13.813,4.422,15.795,0.86
13.766,4.416,14.759,0.87
13.778,4.412,14.757,0.87
13.775,4.413,14.763,0.86
13.723,4.427,14.753,0.87
24.231,11.327,15.143,0.86
20.483,9.045,15.161,0.86
14.492,4.479,20.046,0.86
13.762,4.469,16.34,0.87
15.101,4.452,16.558,0.85
13.749,4.461,14.772,0.87
13.748,4.457,14.739,0.87
13.722,4.466,15.309,0.87
13.712,4.511,19.65,0.87
13.671,4.462,14.77,0.87
13.653,4.462,14.708,0.87
13.604,4.464,14.702,0.88
13.612,4.463,14.698,0.88
13.665,4.46,14.697,0.88
13.783,4.45,14.687,0.87
13.839,4.448,15.005,0.87
13.829,4.491,19.639,0.86
13.783,4.456,15.337,0.87
13.716,4.46,14.683,0.87
13.716,4.457,14.688,0.87
13.674,4.463,14.691,0.88
13.696,4.46,14.682,0.87
13.693,4.464,15.239,0.87
13.718,4.507,19.588,0.87
13.704,4.463,14.986,0.87
13.718,4.462,14.67,0.87
13.755,4.462,14.679,0.87
14.382,4.454,15.374,0.86
14.382,4.456,15.509,0.86
15.013,4.461,17.29,0.85
13.649,4.516,19.386,0.88
13.566,4.479,14.648,0.88
14.423,5.279,16.054,0.87
13.592,5.161,14.92,0.88
13.556,4.471,14.645,0.88
14.133,4.464,15.355,0.87
17.404,6.696,18.136,0.89
14.821,5.266,18.884,0.89
13.781,4.455,15.157,0.87
23.289,9.498,18.142,0.84
26.989,11.341,18.405,0.84
13.955,4.455,15.405,0.87
14.046,4.454,15.517,0.87
14.329,6.356,16.704,0.87
13.433,5.074,15.231,0.88
15.308,5.113,16.423,0.88
15.483,6.446,15.562,0.91
18.472,7.692,19.336,0.93
15.898,6.298,19.404,0.92
16.072,5.395,22.417,0.89
15.475,6.335,21.818,0.9
16.904,5.871,23.214,0.9
17.152,7.561,21.448,0.92
16.922,5.799,19.062,0.89
17.178,5.543,19.704,0.89
15.583,8.394,20.32,0.9
16.693,5.541,23.574,0.89
11.701,3.688,14.253,0.68
9.247,1.788,4.277,0.5
8.884,1.847,6.257,0.49
10.54,0.837,10.833,0.52
20.305,12.093,7.209,0.69
18.487,12.399,2.684,0.74
10.175,1.345,7.289,0.52
10.699,0.634,9.926,0.53
10.824,2.777,5.445,0.54
10.767,1.537,4.478,0.54
11.138,0.434,9.961,0.55
8.316,1.838,7.105,0.52
14.728,9.184,2.19,0.68
20.517,12.688,6.095,0.72
11.233,4.692,8.597,0.62
10.411,2.18,5.124,0.55
10.503,0.935,4.469,0.55
9.704,1.636,9.875,0.53
11.515,1.495,6.019,0.55
11.728,1.468,5.065,0.57
17.247,8.251,9.973,0.65
21.962,13.268,7.138,0.72
16.961,9.613,4.206,0.73
10.345,0.917,7.968,0.52
7.629,0.907,6.554,0.49
7.49,0.9,1.264,0.5
9.659,2.559,4.469,0.52
11.167,2.622,5.679,0.63
11.304,3.166,12.176,0.56
11.252,1.915,4.756,0.58
10.388,1.85,7.685,0.54
8.675,2.31,7.834,0.53
11.512,2.543,5.843,0.56
22.044,11.865,7.659,0.69
22.503,12.565,7.985,0.69
15.095,6.596,5.511,0.64
12.665,3.903,7.449,0.68
9.972,3.095,11.199,0.55
10.433,2.397,5.153,0.55
10.896,3.199,5.856,0.54
10.896,2.161,10.632,0.52
10.91,2.751,6.541,0.53
19.155,10.051,4.813,0.67
21.191,11.902,9.957,0.68
10.321,2.174,9.427,0.53
10.25,2.551,4.955,0.52
9.823,1.395,9.756,0.52
8.576,2.033,8.299,0.51
9.863,1.396,3.854,0.52
10.28,1.994,5.623,0.53
10.958,3.777,12.71,0.53
10.698,2.78,6.729,0.53
10.254,2.69,4.941,0.53
9.777,1.776,8.265,0.53
10.311,2.098,7.44,0.57
10.011,2.157,4.275,0.54
10.001,2.535,8.082,0.53
14.34,7.117,9.754,0.63
21.62,12.763,4.177,0.71
12.362,6.525,6.792,0.64
10.555,5.098,11.466,0.64
10.437,2.106,9.323,0.55
10.395,2.867,5.168,0.55
10.436,2.663,6.377,0.65
11.073,1.875,10.032,0.6
9.766,0.955,3.745,0.54
10.492,1.989,9.897,0.54
10.377,2.285,7.833,0.54
10.053,1.82,4.289,0.54
11.208,2.421,9.245,0.55
10.563,1.465,9.001,0.55
9.294,0.927,3.486,0.54
19.314,10.617,9.738,0.69
19.421,11.246,5.82,0.7
9.677,1.33,7.064,0.55
11.57,2.318,8.535,0.59
10.805,1.005,7.663,0.54
11.257,2.461,9.626,0.54
