VL1,VL2,VL3,IL1,IL2,IL3,PFL1
133.57,134.44,133.76,22.265,9.625,24.213,0.92
133.75,134.26,134.3,20.23,9.616,18.751,0.94
133.66,134.27,134.25,21.104,9.613,19.966,0.93
133.62,134.16,134.12,20.662,10.586,19.683,0.93
133.65,134.16,134.2,19.752,9.628,18.075,0.94
133.65,134.25,133.42,19.768,11.22,23.186,0.94
133.46,134.07,133.83,20.656,9.636,20.471,0.93
133.48,134.08,134.04,20.716,9.622,19.524,0.93
133.28,134.01,133.93,21.63,9.618,20.737,0.93
133.21,133.67,133.73,20.281,10.225,19.047,0.95
133.36,133.6,133.14,20.503,11.377,25.858,0.95
133.22,133.5,132.21,20.654,13.312,31.128,0.95
132.91,133.27,132.61,23.175,12.46,28.491,0.96
132.42,132.73,132.73,26.943,14.844,25.889,0.96
130.01,132.16,133.12,32.104,16.028,20.26,0.94
131.06,132.45,132.38,26.768,12.728,24.122,0.94
132.14,133.29,133.09,23.609,13.28,22.925,0.96
132.44,133.89,133.98,23.029,12.748,23.004,0.94
131.42,133.75,133.89,23.263,11.262,23.098,0.94
131.26,133.72,133.83,23.261,11.217,23.291,0.95
132.87,133.54,133.42,21.729,10.854,22.112,0.93
133.23,133.73,133.15,18.007,10.58,21.642,0.9
133.57,133.86,134.36,10.841,2.926,6.175,0.53
132.54,133,134.45,22.177,13.334,4.638,0.72
132.79,133.18,134.08,18.288,10.183,6.596,0.68
133.25,133.31,133.52,9.041,2.893,8.592,0.52
132.94,133.04,133.81,9.604,1.069,4.172,0.54
133.77,133.73,134.7,10.48,3.857,3.659,0.62
133.74,133.89,134.71,11.032,0.598,4.154,0.52
133.65,133.63,134.56,10.242,1.406,3.903,0.53
132.9,132.97,133.72,16.442,9.647,8.675,0.67
132.43,132.65,133.86,20.645,12.356,8.476,0.7
133.36,133.37,134.14,13.274,6.052,7.587,0.62
133.37,133.27,133.61,9.078,1.381,9.094,0.52
133.07,132.75,133.98,9.716,2.036,4.415,0.54
133.07,132.85,133.39,10.936,2.929,10.239,0.55
133.29,132.96,133.37,9.219,2.359,10.04,0.53
132.8,132.39,133.38,13.293,6.317,8.432,0.64
132.13,131.71,133.84,21.857,13.128,5.148,0.72
133.24,132.76,134.11,13.461,7.387,6.556,0.66
133.4,132.86,133.47,10.069,2.813,11.301,0.54
133.67,132.93,134.34,10.044,2.462,7.53,0.58
133.71,133.16,134.56,11.392,1.748,7.832,0.54
133.35,132.86,134.07,10.672,2.108,8.327,0.54
133.32,132.95,133.55,10.719,0.956,10.461,0.55
133.14,132.56,133.84,11.765,2.443,9.238,0.59
133.03,132.37,134.17,10.948,1.984,5.219,0.55
132.69,132.18,133.89,17.086,9.07,7.912,0.67
132.3,131.87,133.59,20.717,12.054,9.521,0.7
132.44,131.83,134.25,19.75,10.797,4.947,0.69
133.26,132.51,134.23,10.442,0.994,6.729,0.54
133.03,132.48,134.04,10.014,0.862,4.213,0.54
133.78,133,134.78,10.594,0.926,4.535,0.53
133.75,132.88,134.73,11.095,1.853,6.2,0.53
134.09,133.12,134.13,9.265,3.407,11.466,0.51
133.05,132.56,133.83,17.451,8.879,10.315,0.66
132.66,131.85,134.08,18.333,11.49,6.331,0.7
133.67,132.91,134.29,11.681,2.377,9.816,0.54
133.81,133.03,133.95,11.003,2.985,12.099,0.53
133.7,132.7,134.63,11.115,3.863,5.911,0.58
133.48,132.55,134.53,9.463,1.005,3.808,0.54
133.41,132.38,134.33,9.882,2.838,5.075,0.53
133.54,132.54,134.18,10.013,3.067,8.345,0.53
133.37,132.54,133.83,10.703,2.965,10.199,0.54
132.7,131.91,134.15,17.022,9.372,4.709,0.67
132.3,131.56,134.11,20.662,12.367,5.077,0.7
133.16,132.19,134.22,11.908,5.483,4.315,0.62
133.15,132.22,134,9.918,1.513,5.178,0.55
132.95,132.17,132.99,10.267,3.161,12.003,0.56
132.93,132.17,133.07,8.942,1.923,9.686,0.54
132.8,132.08,133.71,8.965,2.072,4.45,0.54
132.79,132.07,133.71,10.255,2.216,4.979,0.56
132.92,132.11,133.34,11.404,3.11,9.709,0.62
132.95,131.94,133.81,14.181,7.628,7.238,0.69
132.37,131.68,133.67,21.113,12.359,8.662,0.7
132.46,131.74,133.88,18.868,10.038,5.832,0.68
133.25,131.99,133.91,9.587,3.76,5.578,0.54
133.23,132.09,133.21,8.718,3.87,10.942,0.54
133.31,132.34,133.29,8.834,2.648,10.204,0.53
133.33,132.3,133.61,8.463,2.165,8.033,0.53
133.23,132.02,133.91,9.1,2.891,4.64,0.54
133.44,132.31,133.92,8.376,1.742,5.865,0.52
133.63,132.49,133.68,9.177,4.096,10.392,0.53
133.66,132.53,134.35,9.788,3.558,5.245,0.53
133.4,132.31,134.57,15.16,7.341,5.031,0.68
132.73,132,134.26,21.518,12.349,7.521,0.69
133.59,132.77,133.86,12.604,5.237,10.752,0.6
133.68,132.73,134.16,9.9,3.237,8.395,0.53
133.64,132.79,134.58,10.992,2.284,4.956,0.53
133.52,132.63,134.35,13.069,4.949,8.008,0.71
133.78,133.02,133.97,11.508,3.744,12.217,0.57
133.92,133.14,134.97,12.062,2.936,5.7,0.57
133.91,133.11,134.94,11.281,2.243,5.167,0.52
133.15,132.72,134.31,21.155,11.516,10.331,0.68
133.48,133.07,134.5,18.169,9.149,9.468,0.66
134.09,133.48,135.18,11.821,1.374,4.892,0.56
133.66,133.17,134.39,11.071,3.496,7.986,0.56
133.78,133.37,133.88,11.202,3.906,12.877,0.56
134.07,133.17,134.8,11.392,4.318,8.023,0.55
134.12,133.23,135.15,11.685,3.028,5.815,0.54
133.97,133.17,134.48,10.824,3.692,10.128,0.6
133.8,133.22,134.47,11.288,1.408,9.243,0.56
133.09,132.51,134.96,21.212,12.391,5.373,0.69
133.53,132.88,134.83,15.133,8.747,4.967,0.67
133.61,133.19,134.54,11.289,3.184,6.79,0.56
133.93,133.56,134.13,11.526,3.648,12.764,0.55
133.7,133.41,134.11,11.027,3.414,10.997,0.56
133.63,133.3,134.68,12.617,4.34,6.202,0.63
133.97,133.57,134.79,11.617,3.523,7.794,0.55
134.53,133.72,135.13,11.171,3.515,9.7,0.53
134.38,133.87,134.65,11.166,3.195,11.824,0.54
134.12,133.86,135.1,12.531,3.966,7.003,0.58
133.59,133.11,135.41,21.674,12.562,4.94,0.69
133.82,133.55,135.04,20.374,10.563,9.578,0.67
134.56,134.04,134.99,11.877,2.072,10.272,0.54
134.48,133.7,135.33,10.836,3.669,5.618,0.53
134.45,133.96,134.81,11.614,2.736,10.216,0.54
134.62,134.07,135.14,11.571,2.959,8.958,0.54
134.79,134.33,135.83,12.125,1.036,5.171,0.53
134.87,134.44,135.32,11.854,2.012,10.536,0.53
134.86,134.26,135.85,11.295,2.825,5.571,0.52
134.13,133.76,135.55,18.693,9.339,6.301,0.65
133.51,133.36,134.52,21.458,11.431,11.66,0.68
134.59,133.74,135.11,9.417,3.296,8.815,0.53
134.06,133.68,135.09,10.723,1.654,4.612,0.54
133.72,133.64,134.2,11.078,2.906,10.54,0.57
133.91,133.77,134.27,11.089,2.592,10.562,0.55
133.94,133.72,134.87,11.448,3.068,6.111,0.56
134.01,133.94,134.69,10.783,0.963,7.804,0.55
133.85,133.72,134.05,11.521,3.843,12.443,0.55
133.11,133.26,134.69,19.43,10.058,5.23,0.67
133.07,133.14,134.85,20.681,12.425,5.175,0.69
133.8,133.5,135.04,14.091,6.3,4.144,0.66
134.09,133.56,134.94,10.823,3.777,5.329,0.62
133.98,133.92,134.37,11.897,0.909,10.079,0.54
134.36,133.91,135.31,11.465,2.177,5.202,0.54
134.41,134.02,135.5,10.982,0.888,4.199,0.53
134.24,133.84,135.2,10.902,2.333,4.966,0.55
134.53,134.04,135.39,10.014,2.524,4.532,0.53
134.73,134.15,135.61,9.521,1.812,3.632,0.52
134.64,134.06,135.47,11.188,3.33,6.07,0.53
134.69,134.39,135.72,11.628,0.94,4.88,0.52
134.14,134.04,135.77,19.76,9.965,4.851,0.65
134,134.04,135.34,20.685,12.351,8.239,0.68
135.24,134.95,135.45,11.204,3.498,11.245,0.51
134.79,134.67,135.38,11.991,1.6,9.303,0.51
134.7,134.25,135.48,10.697,2.825,5.406,0.5
134.6,134.49,135.03,11.316,1.809,9.572,0.5
134.57,134.57,134.73,11.29,1.593,10.807,0.51
134.54,134.28,135.27,10.149,2.398,5.828,0.49
134.67,134.53,135.59,10.859,2.059,4.853,0.5
135,134.83,135.35,10.025,2.878,9.074,0.48
134.27,134.52,135.08,18.501,10.032,10.53,0.65
133.89,134.19,135.75,22.34,12.591,4.967,0.67
134.56,134.69,135.71,14.194,6.061,4.41,0.61
134.6,134.96,134.91,11.326,0.855,9.949,0.52
134.68,134.98,135.08,10.607,0.85,8.719,0.51
134.65,134.8,135.63,10.575,0.848,3.967,0.52
134.28,134.63,135.22,12.004,0.834,5.888,0.53
134.09,134.51,134.35,13.375,5.152,10.427,0.61
133.3,134,134.9,22.859,12.383,7.565,0.69
133.75,134.17,134.87,16.296,7.225,6.043,0.64
133.96,134.33,134.69,11.436,1.9,6.9,0.54
133.91,134.36,133.96,11.216,3.185,12.351,0.55
134.09,134.4,134.73,10.589,2.518,6.61,0.54
134.05,134.42,134.73,13.156,4.275,10.376,0.74
133.3,134.08,132.98,21.982,9.794,25.366,0.93
133.11,133.83,133.3,26.018,12.659,24.625,0.93
132.36,133.2,133.48,34.423,15.938,23.556,0.91
132.49,133.38,133.32,34.161,15.921,25.204,0.92
133.09,133.87,133.08,28.246,13.645,26.945,0.93
133.39,133.99,133.64,23.89,11.196,23.317,0.94
133.5,134.04,133.54,23.284,11.193,23.715,0.94
133.25,134.05,132.75,23.667,11.576,27.616,0.94
133.37,133.89,133.48,23.107,12.158,22.732,0.94
133.44,133.86,133.5,23.599,13.466,22.918,0.95
133.47,134.14,133.02,23.75,12.189,26.271,0.94
132.82,133.52,133.48,32.376,15.366,22.473,0.93
133.46,134.04,133.92,27.094,12.87,21.524,0.93
133.93,134.46,134.06,23.504,11.786,23.074,0.94
133.95,134.35,133.78,22.424,12.561,23.458,0.94
133.83,134.37,133.09,22.472,12.766,27.072,0.95
133.51,134.02,133.31,23.624,13.619,25.662,0.94
133.37,133.94,133.54,23.859,12.047,23.978,0.94
133.5,134.03,133.68,23.087,11.299,22.644,0.94
133.55,134.07,133.38,23.066,12.28,24.746,0.94
133.32,134.01,133,27.744,14.466,27.043,0.94
132.2,132.9,133.46,43.687,25.164,26.244,0.94
133.02,133.36,134,35.075,19.408,22.454,0.96
134.2,134.57,134.31,21.029,9.985,19.555,0.91
134.45,134.81,134.32,15.794,6.891,18.835,0.84
134.39,134.92,134.06,15.783,5.7,20.694,0.84
134.53,134.92,134.28,15.1,5.957,18.669,0.85
134.6,134.96,134.5,15.413,5.743,17.815,0.84
134.67,135.11,134.71,15.321,4.79,17.344,0.84
134.21,134.68,134.22,16.181,5.521,18.656,0.84
133.81,134.47,134.23,21.714,8.126,18.94,0.83
133.35,134.18,134.34,27.737,11.666,18.557,0.83
133.87,134.37,134.26,20.446,8.223,17.251,0.85
134.2,134.67,134.26,16.086,4.427,18.365,0.84
134.41,134.71,134.45,14.267,4.437,16.01,0.86
134.55,134.81,134.57,14.099,4.432,15.786,0.86
134.57,134.83,134.62,14.153,4.432,15.801,0.86
134.57,134.97,134.7,15.027,4.425,16.875,0.85
134.62,134.99,134.75,14.807,4.428,16.672,0.85
134.6,135.02,134.78,15.448,4.434,16.915,0.86
134.02,135.07,134.71,21.761,5.295,16.588,0.94
134.05,135.1,134.73,21.065,4.563,15.815,0.94
133.95,135.16,134.69,22.366,4.551,17.689,0.93
134.6,135.14,134.92,16.323,4.479,15.183,0.91
134.69,135.06,134.92,14.355,4.449,14.6,0.88
134.74,135.16,135,14.56,4.436,14.978,0.86
134.78,135.42,135.09,17.042,6.124,18.744,0.82
134.65,135.29,134.99,16.124,5.112,17.38,0.84
134.66,135.3,134.21,14.331,4.461,19.913,0.86
134.8,135.17,134.97,13.892,4.972,15.407,0.87
134.3,134.88,134.99,20.316,8.501,15.555,0.85
133.76,134.45,134.93,24.959,11.585,14.684,0.86
134.74,135.15,135.03,13.885,4.379,14.628,0.87
134.78,135.27,135.09,14.474,4.369,15.438,0.86
134.9,135.36,135.22,14.18,4.367,14.996,0.86
134.98,135.43,135.31,13.896,4.37,14.628,0.87
134.87,135.59,134.54,14.493,4.423,20.125,0.86
134.94,135.43,135.25,13.923,4.393,15.135,0.87
134.92,135.46,135.33,14.374,4.392,15.227,0.86
135.05,135.54,135.45,13.946,4.405,14.671,0.86
135.12,135.62,135.51,13.954,4.407,14.681,0.86
135.09,135.57,135.5,13.918,4.413,14.677,0.86
135.04,135.53,135.36,13.921,4.421,15.326,0.86
134.92,135.59,134.62,13.933,4.467,19.412,0.87
134.89,135.38,135.28,14.35,4.422,15.255,0.86
134.91,135.35,135.3,13.882,4.429,14.684,0.86
134.9,135.36,135.29,13.854,4.43,14.697,0.87
135.09,135.57,135.49,13.855,4.423,14.701,0.86
135.12,135.7,135.22,13.883,4.441,17.109,0.86
135.17,135.87,135.18,14.414,4.446,18.253,0.85
135.16,135.66,135.62,13.889,4.426,14.149,0.86
135.14,135.64,135.62,13.888,4.426,14.124,0.86
135.27,135.76,135.75,13.954,4.418,14.122,0.86
135.13,135.6,135.61,13.908,4.421,14.144,0.86
134.76,135.44,134.67,14.511,4.466,18.984,0.86
135.01,135.48,135.21,14.588,4.91,16.585,0.85
134.96,135.38,135.39,13.924,4.431,14.132,0.87
134.93,135.38,135.37,13.908,4.428,14.133,0.87
134.93,135.39,135.39,14.235,4.425,14.55,0.86
134.9,135.38,135.27,13.922,4.436,15.026,0.87
134.77,135.45,134.66,16.553,6.506,19.242,0.86
134.16,134.89,135.52,25.404,11.86,14.544,0.85
134.94,135.42,135.55,16.659,6.504,14.482,0.86
134.96,135.39,135.44,13.896,4.426,14.467,0.87
134.87,135.3,135.39,13.877,4.434,14.149,0.87
134.67,135.24,134.82,14.396,4.458,17.522,0.86
134.91,135.48,134.95,13.923,4.463,17.226,0.87
135.12,135.56,135.58,13.976,4.431,14.156,0.86
135.17,135.62,135.67,13.94,4.421,14.095,0.86
135.03,135.45,135.49,13.678,4.413,14.032,0.86
135.02,135.42,135.46,13.648,4.414,14.021,0.86
134.99,135.57,134.84,13.64,4.45,18.242,0.86
134.56,135.02,134.83,13.513,4.423,15.267,0.87
134.44,134.8,134.84,13.458,4.402,13.895,0.87
134.21,134.58,134.62,13.4,4.397,13.853,0.87
134.2,134.59,134.64,13.422,4.412,13.81,0.87
134.36,134.8,134.67,13.455,4.449,14.875,0.87
134.44,135.04,134.24,13.497,4.488,18.373,0.87
134.53,134.94,135.01,13.464,4.442,13.927,0.87
134.48,134.87,134.96,13.451,4.441,13.92,0.87
134.5,134.86,134.95,13.495,4.438,13.932,0.87
134.61,134.98,135.06,13.71,4.435,13.932,0.87
134.35,134.92,134.46,15.163,4.73,18.021,0.86
134.53,135,134.55,13.711,4.464,16.767,0.87
134.49,134.92,134.95,14.147,4.44,14.551,0.86
134.49,134.9,134.95,13.675,4.448,13.956,0.87
134.74,135.21,135.26,13.721,4.44,13.957,0.87
134.74,135.19,135.25,13.736,4.442,13.965,0.87
134.75,135.37,134.56,13.765,4.485,18.423,0.87
134.74,135.23,135.11,14.262,4.448,15.577,0.86
134.65,135.19,135.19,15.01,4.431,15.606,0.85
134.58,134.94,135.22,16.083,5.922,14.019,0.91
134.52,134.93,135.23,18,6.6,15.069,0.91
134.46,134.73,135.05,17.183,7.995,14.632,0.92
134.51,134.87,135.15,16.661,6.48,13.939,0.89
133.53,134.36,134.29,25.291,11.711,18.315,0.86
134.04,134.6,134.52,19.207,7.314,17.209,0.84
134.43,134.75,134.81,13.672,4.417,14.276,0.87
134.48,134.82,134.87,13.684,4.417,14.251,0.87
134.46,134.9,134.73,14.018,4.428,15.854,0.87
134.54,135.03,134.34,14.042,6.134,19.333,0.86
134.59,135.1,135.1,15.03,4.409,15.631,0.85
134.67,135.01,135.12,13.479,4.422,13.902,0.86
134.6,134.93,135.03,13.439,4.428,13.912,0.87
134.55,134.95,135.01,14.307,4.425,15.016,0.85
134.48,134.92,134.4,13.456,4.469,17.431,0.87
134.44,134.97,134.57,14.782,4.452,17.643,0.85
134.54,134.83,134.92,13.446,4.438,14.121,0.87
134.48,134.83,134.85,13.915,4.435,14.915,0.86
134.63,134.91,134.79,13.933,4.416,17.314,0.86
134.55,134.8,134.29,14.059,4.498,22.052,0.86
134.47,134.77,133.4,14.076,5.198,26.6,0.89
134.53,134.69,133.97,14.84,5.261,25.992,0.89
134.02,134.4,134.41,15.437,5.438,16.477,0.89
133.75,134.22,133.68,15.876,5.513,20.388,0.89
133.74,134.17,133.37,14.993,5.55,20.511,0.9
133.67,134.17,133.57,19.565,8.312,20.441,0.87
133.59,134.02,133.97,25.982,12.45,19.91,0.87
134.44,134.57,134.29,17.398,7.122,19.717,0.88
134.54,134.46,134.7,15.321,6.256,16.268,0.88
134.24,134.38,134.24,15.84,5.456,18.402,0.88
134.57,134.66,133.99,14.237,5.462,19.492,0.9
134.62,134.69,133.99,14.286,6.111,20.09,0.9
134.63,134.65,134.8,15.724,5.973,16.972,0.88
134.6,134.61,134.99,14.608,4.705,14.239,0.83
134.7,134.67,134.85,10.013,0.834,9.386,0.48
134.9,134.77,134.97,9.057,0.835,8.916,0.46
135.13,134.88,135.98,9.012,0.834,2.56,0.46
135.04,134.85,135.91,9.581,0.826,3.218,0.46
134.96,134.96,135.18,10.449,1.653,9.453,0.48
134.61,134.62,134.73,10.181,1.599,9.995,0.48
134.03,134.02,135.35,17.336,8.914,4.314,0.64
133.33,133.48,135.05,22.321,12.627,5.625,0.68
133.99,133.76,134.23,10.83,3.548,10.069,0.54
133.69,133.62,133.87,11.239,1.408,10.401,0.52
133.73,133.54,134.55,11.433,0.833,4.989,0.52
133.94,133.61,134.61,10.542,1.94,5.959,0.51
134.05,133.62,133.89,8.095,2.874,10.03,0.49
134.01,133.74,133.87,10.066,2.805,11.731,0.51
134.18,133.78,134.62,8.874,0.875,6.181,0.49
133.35,133.26,134.22,19.683,11.539,10.326,0.68
133.26,133.22,134.53,21.092,12.086,8.015,0.68
134.22,133.68,134.8,9.257,1.288,3.973,0.5
133.99,133.5,134.25,9.322,1.446,7.115,0.51
133.91,133.48,134.35,11.305,2.487,7.838,0.61
134.02,133.44,134.78,9.773,1.647,3.88,0.5
134.21,133.57,134.86,10.559,3.039,5.701,0.51
133.42,133.2,134.23,19.916,11.817,10.75,0.68
133.74,133.26,135.19,21.74,12.739,7.101,0.68
134.85,134.13,135.7,11.334,1.654,4.718,0.49
134.79,134.3,135.2,11.3,0.826,8.426,0.5
134.56,134.04,134.95,11.18,1.868,8.812,0.5
134.44,133.7,134.95,10.092,3.124,7.272,0.5
133.48,133.11,134.23,18.69,10.768,9.628,0.67
133.28,133.1,134.27,21.885,12.217,10.663,0.68
133.29,133.03,134.3,22.223,12.227,10.98,0.68
134.38,133.71,135.36,12.362,4.186,4.414,0.56
134.51,133.69,134.87,10.781,2.934,9.54,0.51
134.24,133.53,134.18,11.111,3.775,11.244,0.54
133.15,132.77,133.99,20.843,12.091,11.03,0.68
133.18,132.89,134.08,21.69,12.181,11.445,0.68
134.01,133.53,134.3,14.32,5.606,10.843,0.61
134.09,133.3,134.13,9.973,1.697,10.107,0.51
133.89,132.94,133.77,10.278,3.193,11.869,0.53
134.1,132.95,134.53,10.58,2.912,7.989,0.52
134.88,133.96,134.95,11.388,0.976,10.727,0.5
134.85,134,135.02,11.505,0.958,10.779,0.5
134.56,133.7,134.67,12.631,3.897,12.542,0.59
133.88,133.31,134.72,20.873,10.873,10.851,0.67
133.84,133.31,134.85,22.644,12.376,11.679,0.68
134.86,133.91,135.05,14.371,7.379,13.182,0.62
135.03,134.01,135.07,10.78,2.879,11.716,0.52
134.91,133.9,135,11.347,2.461,11.673,0.52
134.95,134,134.96,11.923,3.239,12.966,0.53
135.07,134.07,135.19,11.619,2.444,11.712,0.52
135.18,133.99,135.27,10.738,2.581,11.371,0.51
135.07,133.92,135.11,11.841,3.996,11.805,0.54
134.12,133.35,135.1,22.554,12.417,12.314,0.67
134.38,133.6,135.45,22.722,12.522,12.068,0.68
135.36,134.29,135.71,12.625,4.244,11.069,0.56
135.17,134.16,135.49,11.46,1.532,10.789,0.51
135.42,134.36,135.65,11.068,2.58,11.322,0.51
135.51,134.47,135.78,11.069,2.27,11.022,0.5
134.69,133.97,135.62,21.674,11.512,11.8,0.7
134.21,133.62,135.04,22.857,12.671,12.91,0.68
134.23,133.62,135.22,21.657,11.491,11.669,0.68
134.9,134.03,135.22,14.274,4.493,11.927,0.67
135.11,134.23,135.31,14.029,4.708,12.922,0.63
135.08,134.24,135.18,12.341,2.206,11.854,0.52
134.67,133.94,135.48,19.802,9.731,10.949,0.65
134.03,133.41,135.17,23.134,12.264,11.553,0.67
134.34,133.57,135.19,20.83,11.147,11.808,0.67
135.24,134.25,135.37,11.462,2.646,11.591,0.51
135.5,134.52,135.65,11.138,2.648,11.367,0.51
135.43,134.58,135.69,11.687,1.996,11.285,0.51
135.52,134.66,135.75,11.978,3.17,12.628,0.51
135.56,134.61,135.8,11.315,2.584,11.418,0.5
135.54,134.61,135.79,13.696,5.567,13.206,0.56
134.99,134.41,136.19,22.801,12.411,10.973,0.67
134.88,134.58,135.45,19.29,9.487,12.75,0.64
135.72,134.96,135.96,12.113,1.854,11.064,0.5
135.72,134.77,135.88,11.89,2.779,11.71,0.5
135.27,134.29,135.47,11.567,1.994,10.87,0.51
135.05,134.16,135.21,11.817,2.039,11.028,0.53
135.09,134.27,135.32,12.567,3.028,11.221,0.53
134.48,133.74,135.52,22.437,12.899,11.239,0.69
134.58,133.92,136.03,23.255,12.565,9.239,0.67
135.21,134.22,136.59,17.372,8.584,5.024,0.63
135.58,134.45,136.36,11.455,3.488,6.89,0.5
135.22,134.34,135.64,14.442,6.399,11.24,0.59
134.47,133.84,135.63,23.172,12.735,11.498,0.68
134.82,134.24,135.94,21.802,11.211,10.287,0.68
135.69,134.67,136.72,12.014,2.51,5.283,0.51
135.85,134.79,136.79,12.683,3.171,6.086,0.5
135.88,134.93,136,11.775,3.542,12.373,0.5
135.55,134.82,136.02,12.156,2.251,10.291,0.51
135.1,134.59,136.12,11.466,1.343,4.316,0.52
135.04,134.37,136.08,11.477,2.078,4.613,0.51
135.39,134.76,135.59,12.394,3.917,11.998,0.53
133.89,133.83,134.97,22.448,12.537,11.542,0.68
134.12,133.94,135.64,19.082,10.235,4.792,0.67
134.68,134.25,135.46,10.578,1.603,6.198,0.52
134.48,134.07,134.4,11.191,3.424,12.544,0.53
134.32,133.97,134.75,11.119,3.061,8.426,0.53
134.33,133.99,135.2,9.64,2.619,4.08,0.53
134.43,134.31,135.02,9.941,1.828,6.18,0.52
134.13,134.38,134.28,10.735,1.441,10.58,0.53
134.12,134.19,134.96,11.781,3.995,7.196,0.61
134.14,133.95,134.91,10.637,4.041,4.428,0.64
134.15,134.2,135.09,10.647,0.836,4.251,0.53
134.21,134.2,134.72,9.914,1.575,7.316,0.53
134.2,134.39,134.35,11.061,1.944,11.009,0.53
134.33,134.23,134.86,11.038,2.845,7.311,0.53
134.44,134.42,134.51,10.433,0.861,10.035,0.52
134.45,134.28,134.45,10.364,1.861,10.543,0.51
134.61,134.43,134.67,11.341,3.209,10.939,0.52
134.03,134.21,135.07,21.939,12.336,10.285,0.67
134.6,134.56,135.21,16.354,9.028,8.955,0.65
135.07,134.84,135.16,9.251,0.923,8.846,0.47
134.97,134.73,134.89,10.759,2.856,11.61,0.48
134.99,134.88,135.05,10.492,0.922,9.889,0.49
135.15,134.79,135.04,8.786,2.997,10.278,0.5
135,134.79,135,9.051,2.088,9.559,0.5
134.76,134.81,134.99,11.653,1.373,10.531,0.52
134.87,134.49,135.61,9.367,1.428,2.985,0.5
134.22,134.19,135.53,19.638,10.192,5.25,0.66
134.28,134.31,135.63,19.705,11.366,5.425,0.68
135.14,135.15,135.16,11.313,2.011,11.087,0.5
135.05,135.12,135.15,11.855,1.575,10.559,0.54
135.13,135.24,135.22,11.023,1.016,10.079,0.51
135.24,135.13,135.87,9.357,1.68,5.145,0.49
135.31,135.24,136.15,10.27,0.837,3.424,0.49
135.27,135.26,135.58,10.604,3.114,9.091,0.49
135.38,135.47,135.39,10.191,2.487,10.621,0.49
135.22,135.41,135.61,12.942,4.614,9.579,0.56
133.98,134.28,135.74,22.189,12.625,4.868,0.68
134.75,134.89,134.99,9.98,0.839,8.881,0.5
134.68,134.98,134.97,11.633,1.936,10.393,0.52
134.54,134.57,135.43,11.228,3.085,5.288,0.55
134.58,134.69,135.52,10.496,1.402,4.039,0.51
134.47,134.52,135.27,10.716,2.456,4.886,0.52
134.22,134.41,134.8,12.641,3.783,10.678,0.73
133.92,134.29,133.53,20.384,11.13,23.707,0.94
133.72,134.13,133.85,21.568,10.395,21.89,0.94
132.8,133.24,133.98,32.164,16.124,20.398,0.92
132.77,133.31,133.72,30.365,13.933,21.868,0.92
133.63,133.91,133.73,22.509,11.746,23.088,0.94
133.53,133.82,133.02,22.019,12.547,25.458,0.95
133.14,133.61,133,23.167,11.826,25.267,0.94
132.72,133.27,133.02,22.986,11.358,22.644,0.95
132.87,133.34,132.68,22.557,12.961,24.923,0.95
133.09,133.57,132.59,21.262,11.252,24.521,0.95
133.56,134.01,133.83,22.066,11.218,21.31,0.95
133.64,134.07,133.87,21.332,11.226,20.869,0.95
133.69,134.28,133.28,21.231,11.259,24.862,0.95
133.66,134.14,133.81,21.915,11.877,22.009,0.94
133.69,134.06,133.96,21.017,11.259,19.823,0.95
133.54,133.84,133.69,21.146,12.374,20.522,0.95
133.46,134.06,133.44,23.098,11.612,23.902,0.93
132.54,133.43,133.07,33.554,16.272,25.97,0.91
133.37,133.84,133.89,25.483,13.207,20.19,0.94
133.44,134.05,133.72,23.395,11.913,23.399,0.94
133.8,134.31,134.06,22.21,11.289,21.441,0.95
133.73,134.29,134.01,22.788,11.296,22.001,0.94
133.82,134.31,134.06,21.925,11.302,20.798,0.95
133.61,134.14,133.84,22.871,12.716,22.779,0.94
133.64,134.22,133.64,23.319,12.787,24.757,0.94
133.59,134.15,132.99,22.035,12.981,26.807,0.95
133.02,133.39,133.41,32.161,19.529,24.968,0.97
133.1,133.4,133.92,31.587,17.325,21.574,0.97
132.68,133.08,133.95,36.592,21.382,20.264,0.95
133.23,133.91,134.23,26.275,12.228,16.503,0.86
133.86,134.2,134.32,20.039,8.732,15.429,0.89
134.05,134.42,134.31,18.898,7.587,17.565,0.91
134.13,134.34,134.37,18.013,7.248,16.492,0.91
134.34,134.47,134.49,16.245,6.469,15.545,0.91
134.4,134.64,134.48,14.134,4.476,15.841,0.86
134.47,134.69,134.56,13.861,4.48,15.293,0.87
134.5,134.73,134.63,13.904,4.481,15.218,0.87
134.34,134.74,134.57,15.581,4.471,17.359,0.85
134.54,134.76,134.7,13.814,4.993,15.256,0.87
134.4,134.72,134.57,15.255,5.21,17.189,0.85
134.63,134.86,134.79,14.304,4.478,15.74,0.86
134.74,134.96,134.91,13.949,4.48,15.261,0.87
134.75,135.09,134.97,14.448,4.476,15.874,0.86
134.71,135.07,134.99,14.785,4.473,16.274,0.85
134.66,135.22,134.98,16.714,5.284,18.856,0.83
134.99,135.41,135.3,14.609,4.899,15.789,0.85
135.1,135.51,135.44,13.911,4.581,14.816,0.86
135.12,135.61,135.48,13.907,4.69,14.868,0.86
134.79,135.35,135.11,15.182,5.71,16.674,0.85
134,134.81,135.26,25.299,11.784,14.836,0.85
134.37,135.06,135.26,21.041,9.34,14.809,0.85
134.93,135.44,135.31,13.854,4.464,14.771,0.87
